stat_id,course_id,instructor_id,gpa,enrollment,withdraw,past_classes
Alvarez Guillen (SPAN) SPAN 3105,SPAN 3105,Alvarez Guillen (SPAN),2.83,12.33,0.17,6
Alvarez Guillen (SPAN) SPAN 3106,SPAN 3106,Alvarez Guillen (SPAN),3.34,14.14,0.0,7
Alwang (AAEC) AAEC 4324,AAEC 4324,Alwang (AAEC),2.95,28.6,1.0,5
Alwang (AAEC) AAEC 4994,AAEC 4994,Alwang (AAEC),4.0,5.8,0.0,5
Alwang (ALS) ALS 3954,ALS 3954,Alwang (ALS),3.96,7.5,0.0,2
Alward (APSC) APSC 4304,APSC 4304,Alward (APSC),4.0,11.0,0.0,1
Alward (DASC) DASC 4304,DASC 4304,Alward (DASC),3.96,7.0,0.0,1
Amacher (AAEC) AAEC 4464,AAEC 4464,Amacher (AAEC),3.38,8.0,0.0,1
Amacher (ECON) ECON 4014,ECON 4014,Amacher (ECON),3.32,74.0,2.5,6
Amacher (FREC) FREC 4014,FREC 4014,Amacher (FREC),3.41,49.33,0.5,6
Amacher (FREC) FREC 4464,FREC 4464,Amacher (FREC),3.49,35.0,0.0,1
Amacher (FREC) FREC 5416,FREC 5416,Amacher (FREC),4.0,5.0,0.0,1
Amacher (FREC) FREC 5884,FREC 5884,Amacher (FREC),4.0,6.0,0.0,1
Amacher (WATR) WATR 4464,WATR 4464,Amacher (WATR),3.71,17.0,0.0,1
Amateis (CHEM) CHEM 1035,CHEM 1035,Amateis (CHEM),2.49,139.0,14.44,18
Amateis (CHEM) CHEM 1036,CHEM 1036,Amateis (CHEM),2.76,24.0,2.41,54
Amateis (HNFE) HNFE 4994,HNFE 4994,Amateis (HNFE),4.0,6.0,0.0,1
Ambrosone (TA) TA 1004,TA 1004,Ambrosone (TA),3.83,27.0,1.0,1
Ambrosone (TA) TA 2104,TA 2104,Ambrosone (TA),2.97,32.25,0.5,4
Ambrosone (TA) TA 2136,TA 2136,Ambrosone (TA),2.71,16.0,0.5,2
Ambrosone (TA) TA 3134,TA 3134,Ambrosone (TA),3.16,7.0,0.0,3
Ambrosone (TA) TA 4974,TA 4974,Ambrosone (TA),3.94,5.0,0.0,1
Ambrosone (TA) TA 5016,TA 5016,Ambrosone (TA),3.78,10.33,0.0,3
Ameli (ENGL) ENGL 1105,ENGL 1105,Ameli (ENGL),3.34,17.75,0.75,4
Ameli (ENGL) ENGL 1106,ENGL 1106,Ameli (ENGL),2.89,13.0,1.5,2
Ameli (ENGL) ENGL 2744,ENGL 2744,Ameli (ENGL),3.95,19.0,0.0,1
Amey (COMM) COMM 2024,COMM 2024,Amey (COMM),3.73,18.5,0.0,2
Amey (JMC) JMC 3314,JMC 3314,Amey (JMC),3.86,17.6,0.0,5
Amey (JMC) JMC 4834,JMC 4834,Amey (JMC),3.72,15.5,0.0,2
Amini (MINE) MINE 2534,MINE 2534,Amini (MINE),3.03,13.5,0.0,4
Amini (MINE) MINE 4544,MINE 4544,Amini (MINE),3.32,17.0,0.0,1
Ammar (CEM) CEM 2824,CEM 2824,Ammar (CEM),2.79,16.0,0.0,1
Ampadu (ECE) ECE 3004,ECE 3004,Ampadu (ECE),3.06,49.0,2.0,2
Ampadu (ECE) ECE 4540,ECE 4540,Ampadu (ECE),3.18,30.0,2.2,5
Ampadu (ECE) ECE 5545,ECE 5545,Ampadu (ECE),3.67,9.0,1.0,1
Ampatzi (ART) ART 1604,ART 1604,Ampatzi (ART),3.31,14.5,1.0,2
Ampatzi (ART) ART 2604,ART 2604,Ampatzi (ART),3.55,19.0,0.0,1
Anderson (FIN) FIN 2114,FIN 2114,Anderson (FIN),2.74,53.0,1.5,2
Anderson (FREC) FREC 3524,FREC 3524,Anderson (FREC),3.27,19.0,0.0,1
Anderson (HNFE) HNFE 1004,HNFE 1004,Anderson (HNFE),3.34,202.5,1.25,4
Anderson (HNFE) HNFE 2484,HNFE 2484,Anderson (HNFE),3.92,70.14,0.0,7
Anderson (HNFE) HNFE 2804,HNFE 2804,Anderson (HNFE),3.24,97.46,0.69,13
Anderson (HNFE) HNFE 4004,HNFE 4004,Anderson (HNFE),3.91,20.45,0.0,11
Anderson (HNFE) HNFE 4025,HNFE 4025,Anderson (HNFE),3.36,106.38,0.12,8
Anderson (HNFE) HNFE 4774,HNFE 4774,Anderson (HNFE),3.94,10.0,0.0,1
Anderson (HNFE) HNFE 4814,HNFE 4814,Anderson (HNFE),4.0,5.0,0.0,1
Anderson (HNFE) HNFE 4974,HNFE 4974,Anderson (HNFE),3.99,16.7,0.0,10
Anderson (HNFE) HNFE 4994,HNFE 4994,Anderson (HNFE),4.0,10.25,0.0,4
Anderson (HNFE) HNFE 5184,HNFE 5184,Anderson (HNFE),3.6,14.5,0.0,2
Anderson (HNFE) HNFE 5214,HNFE 5214,Anderson (HNFE),3.65,19.5,0.0,4
Anderson (HNFE) HNFE 5984,HNFE 5984,Anderson (HNFE),3.58,11.0,0.0,1
Anderson (MATH) MATH 1014,MATH 1014,Anderson (MATH),2.57,19.33,1.0,6
Anderson (MATH) MATH 1025,MATH 1025,Anderson (MATH),3.06,13.86,0.57,7
Anderson (MATH) MATH 1226,MATH 1226,Anderson (MATH),2.37,29.0,8.25,8
Anderson (MATH) MATH 2214,MATH 2214,Anderson (MATH),2.74,32.4,2.4,5
Anderson (MGT) MGT 3304,MGT 3304,Anderson (MGT),3.14,38.0,0.33,3
Anderson (MGT) MGT 4394,MGT 4394,Anderson (MGT),3.42,48.5,1.0,2
Anderson (NSEG) NSEG 3146,NSEG 3146,Anderson (NSEG),3.46,28.0,1.0,1
Anderson (PHYS) PHYS 2305,PHYS 2305,Anderson (PHYS),2.79,38.0,0.5,4
Anderson (PHYS) PHYS 3355,PHYS 3355,Anderson (PHYS),3.06,39.0,0.5,4
Anderson (PHYS) PHYS 4674,PHYS 4674,Anderson (PHYS),3.36,14.67,0.33,3
Andrango-Walker (SPAN) SPAN 3106,SPAN 3106,Andrango-Walker (SPAN),3.62,14.83,0.33,6
Andrango-Walker (SPAN) SPAN 3304,SPAN 3304,Andrango-Walker (SPAN),3.77,18.5,0.5,2
Andrango-Walker (SPAN) SPAN 3444,SPAN 3444,Andrango-Walker (SPAN),3.03,12.0,0.0,1
Andrango-Walker (SPAN) SPAN 3474,SPAN 3474,Andrango-Walker (SPAN),3.75,11.0,0.67,3
Andrango-Walker (SPAN) SPAN 3484,SPAN 3484,Andrango-Walker (SPAN),3.74,20.0,0.0,2
Andrango-Walker (SPAN) SPAN 4304,SPAN 4304,Andrango-Walker (SPAN),3.74,8.0,0.0,1
Andrango-Walker (SPAN) SPAN 4344,SPAN 4344,Andrango-Walker (SPAN),3.67,7.0,2.0,1
Andrango-Walker (SPAN) SPAN 5304,SPAN 5304,Andrango-Walker (SPAN),3.94,5.0,0.0,1
Andre Alves de Lima (LDRS) LDRS 2964,LDRS 2964,Andre Alves de Lima (LDRS),3.88,21.0,0.5,2
Andree (FIN) FIN 2114,FIN 2114,Andree (FIN),3.25,33.5,0.0,2
Andree (FIN) FIN 3104,FIN 3104,Andree (FIN),2.82,45.75,1.0,4
Andree (FIN) FIN 3254,FIN 3254,Andree (FIN),3.3,9.0,0.0,1
Andrukonis (APSC) APSC 2164,APSC 2164,Andrukonis (APSC),3.56,21.17,0.33,6
Andrukonis (APSC) APSC 5254,APSC 5254,Andrukonis (APSC),3.75,23.0,0.0,1
Angarita (AOE) AOE 3034,AOE 3034,Angarita (AOE),2.87,45.0,2.0,1
Angel (CSES) CSES 3124,CSES 3124,Angel (CSES),3.91,6.2,0.0,5
Angel (ENSC) ENSC 3124,ENSC 3124,Angel (ENSC),3.68,5.0,0.0,1
Angermeier (FIW) FIW 5984,FIW 5984,Angermeier (FIW),3.96,7.0,0.0,1
Anggara (ART) ART 1614,ART 1614,Anggara (ART),3.97,18.0,0.0,1
Anggara (ART) ART 2565,ART 2565,Anggara (ART),3.97,18.0,0.0,1
Anggara (ART) ART 2566,ART 2566,Anggara (ART),3.85,21.0,0.0,1
Anggara (ART) ART 3566,ART 3566,Anggara (ART),3.96,23.0,0.0,1
Anggara (ART) ART 3574,ART 3574,Anggara (ART),4.0,14.0,0.0,1
Angst (ARCH) ARCH 3514,ARCH 3514,Angst (ARCH),3.66,9.5,0.0,2
Angst (ARCH) ARCH 4164,ARCH 4164,Angst (ARCH),4.0,5.0,1.0,1
Aning (MSE) MSE 2034,MSE 2034,Aning (MSE),2.53,70.0,7.0,2
Aning (MSE) MSE 3064,MSE 3064,Aning (MSE),3.36,10.0,0.67,6
Aning (MSE) MSE 4075,MSE 4075,Aning (MSE),3.74,5.0,0.0,1
Aning (MSE) MSE 4076,MSE 4076,Aning (MSE),3.8,5.0,0.0,1
Aning (MSE) MSE 4414,MSE 4414,Aning (MSE),2.75,11.0,1.0,1
Aning (MSE) MSE 4604,MSE 4604,Aning (MSE),3.14,11.75,0.5,4
Anker-Johnson (REAL) REAL 2044,REAL 2044,Anker-Johnson (REAL),3.86,16.0,0.0,1
Ankong (ENGL) ENGL 1105,ENGL 1105,Ankong (ENGL),3.4,16.67,0.33,3
Ankong (ENGL) ENGL 1106,ENGL 1106,Ankong (ENGL),3.48,19.0,0.0,2
Ankong (ENGL) ENGL 2744,ENGL 2744,Ankong (ENGL),3.88,18.0,0.0,1
Annin (ECE) ECE 3354,ECE 3354,Annin (ECE),2.95,14.0,0.0,2
Ansari (ME) ME 3534,ME 3534,Ansari (ME),3.52,67.0,1.0,1
Ansell (HUM) HUM 3204,HUM 3204,Ansell (HUM),3.21,32.33,0.33,3
Ansell (RLCL) RLCL 1004,RLCL 1004,Ansell (RLCL),3.32,63.33,0.67,3
Ansell (RLCL) RLCL 3204,RLCL 3204,Ansell (RLCL),3.44,16.33,0.0,3
Ansell (RLCL) RLCL 5104,RLCL 5104,Ansell (RLCL),3.68,9.0,0.0,2
Ansell (SOC) SOC 2054,SOC 2054,Ansell (SOC),2.9,11.0,1.0,1
Antezana (PSYC) PSYC 3014,PSYC 3014,Antezana (PSYC),3.76,52.25,0.0,4
Anthwal (ECON) ECON 2006,ECON 2006,Anthwal (ECON),3.26,47.5,1.0,2
Antonides (MATH) MATH 1214,MATH 1214,Antonides (MATH),2.37,50.0,3.0,1
Antonides (MATH) MATH 1624,MATH 1624,Antonides (MATH),3.22,18.0,0.0,2
Anwyll (STAT) STAT 3616,STAT 3616,Anwyll (STAT),3.47,22.0,0.0,1
Apodaca (IS) IS 3184,IS 3184,Apodaca (IS),3.78,21.0,0.25,4
Apodaca (IS) IS 3615,IS 3615,Apodaca (IS),3.73,17.75,0.25,4
Apodaca (IS) IS 3625,IS 3625,Apodaca (IS),3.59,8.75,0.25,4
Apodaca (IS) IS 3634,IS 3634,Apodaca (IS),3.58,15.4,0.8,5
Apodaca (PSCI) PSCI 3184,PSCI 3184,Apodaca (PSCI),3.38,12.5,0.0,4
Apodaca (PSCI) PSCI 3615,PSCI 3615,Apodaca (PSCI),3.26,12.5,0.0,4
Apodaca (PSCI) PSCI 3625,PSCI 3625,Apodaca (PSCI),3.47,24.4,0.0,5
Apodaca (PSCI) PSCI 3634,PSCI 3634,Apodaca (PSCI),3.48,17.4,1.0,5
Apodaca (PSCI) PSCI 3724,PSCI 3724,Apodaca (PSCI),3.6,36.5,0.5,2
Appelo (CMDA) CMDA 3606,CMDA 3606,Appelo (CMDA),2.51,34.0,2.0,1
Arachchige (CHEM) CHEM 1035,CHEM 1035,Arachchige (CHEM),2.84,122.73,13.37,30
Arachchige (CHEM) CHEM 1036,CHEM 1036,Arachchige (CHEM),2.85,28.16,2.0,25
Arachchige (CHEM) CHEM 1066,CHEM 1066,Arachchige (CHEM),3.47,16.8,0.0,10
Aradhey (ME) ME 2134,ME 2134,Aradhey (ME),2.74,43.0,6.0,1
Arafat (ECON) ECON 2005,ECON 2005,Arafat (ECON),2.42,92.0,14.0,1
Arav (PHYS) PHYS 3655,PHYS 3655,Arav (PHYS),3.43,98.5,1.33,6
Arav (PHYS) PHYS 3656,PHYS 3656,Arav (PHYS),3.62,83.2,0.6,5
Archer (ARCH) ARCH 4004,ARCH 4004,Archer (ARCH),3.77,21.0,0.0,1
Archer (ARCH) ARCH 4034,ARCH 4034,Archer (ARCH),4.0,8.0,0.0,1
Archer (ARCH) ARCH 5644,ARCH 5644,Archer (ARCH),3.98,11.0,0.0,5
Archer (ARCH) ARCH 5706,ARCH 5706,Archer (ARCH),3.61,19.0,0.0,1
Archer (ARCH) ARCH 5715,ARCH 5715,Archer (ARCH),3.28,5.5,0.0,2
Archibald (ALCE) ALCE 5204,ALCE 5204,Archibald (ALCE),3.96,7.44,0.0,9
Arditti (HD) HD 3014,HD 3014,Arditti (HD),3.52,54.0,0.0,2
Arditti (HD) HD 4324,HD 4324,Arditti (HD),3.28,44.33,0.44,9
Arena (BMES) BMES 2014,BMES 2014,Arena (BMES),3.9,40.33,0.0,3
Arena (BMES) BMES 2104,BMES 2104,Arena (BMES),3.86,54.22,0.11,9
Arena (BMES) BMES 3984,BMES 3984,Arena (BMES),3.99,8.67,0.0,3
Arena (BMES) BMES 4015,BMES 4015,Arena (BMES),3.95,57.0,0.0,3
Arena (BMES) BMES 4016,BMES 4016,Arena (BMES),3.84,51.5,0.0,2
Arena (BMES) BMES 4974,BMES 4974,Arena (BMES),4.0,7.0,0.0,1
Arena (BMES) BMES 4994,BMES 4994,Arena (BMES),3.99,15.67,0.0,3
Arena (BMES) BMES 5124,BMES 5124,Arena (BMES),3.61,10.67,0.0,3
Arena (ESM) ESM 2014,ESM 2014,Arena (ESM),2.95,31.33,0.33,3
Arena (ESM) ESM 2304,ESM 2304,Arena (ESM),2.28,29.0,1.25,4
Arena (ESM) ESM 3114,ESM 3114,Arena (ESM),3.94,28.33,0.0,3
Arena (ESM) ESM 4015,ESM 4015,Arena (ESM),3.57,30.75,0.0,4
Arena (ESM) ESM 4016,ESM 4016,Arena (ESM),3.66,29.5,0.0,4
Arena (ESM) ESM 4105,ESM 4105,Arena (ESM),3.75,21.67,0.33,3
Arena (ESM) ESM 4204,ESM 4204,Arena (ESM),3.25,20.33,0.5,6
Arena (ESM) ESM 4224,ESM 4224,Arena (ESM),3.68,17.0,0.33,3
Arledge (PAPA) PAPA 6314,PAPA 6314,Arledge (PAPA),3.78,8.0,0.0,2
Armstrong (AFST) AFST 2204,AFST 2204,Armstrong (AFST),3.77,10.0,0.0,4
Armstrong (ENGL) ENGL 1105,ENGL 1105,Armstrong (ENGL),3.79,19.0,0.0,3
Armstrong (ENGL) ENGL 1106,ENGL 1106,Armstrong (ENGL),3.66,17.0,0.0,2
Armstrong (ENGL) ENGL 2744,ENGL 2744,Armstrong (ENGL),3.69,16.0,0.0,1
Armstrong (ENGL) ENGL 3024,ENGL 3024,Armstrong (ENGL),3.96,10.5,0.5,2
Armstrong (ENGL) ENGL 3764,ENGL 3764,Armstrong (ENGL),3.92,20.1,0.25,40
Armstrong (ENGL) ENGL 3804,ENGL 3804,Armstrong (ENGL),3.96,18.0,0.5,2
Armstrong (ENGL) ENGL 4804,ENGL 4804,Armstrong (ENGL),3.96,15.5,0.0,2
Armstrong (HUM) HUM 2504,HUM 2504,Armstrong (HUM),3.92,26.33,0.0,3
Armstrong (RLCL) RLCL 1004,RLCL 1004,Armstrong (RLCL),3.73,73.0,0.0,1
Armstrong (RLCL) RLCL 2204,RLCL 2204,Armstrong (RLCL),3.81,12.75,0.25,4
Armstrong (RLCL) RLCL 2504,RLCL 2504,Armstrong (RLCL),3.91,12.33,0.0,3
Armstrong (RLCL) RLCL 3024,RLCL 3024,Armstrong (RLCL),3.96,24.5,0.0,2
Armstrong (WGS) WGS 2204,WGS 2204,Armstrong (WGS),3.86,12.0,0.0,4
Arnette (BIT) BIT 3434,BIT 3434,Arnette (BIT),3.21,86.5,1.5,2
Arnette (BIT) BIT 3524,BIT 3524,Arnette (BIT),2.79,48.0,1.0,1
Arnette (BIT) BIT 4464,BIT 4464,Arnette (BIT),3.48,46.67,0.17,6
Arnold (MATH) MATH 3034,MATH 3034,Arnold (MATH),2.88,24.0,1.0,3
Arnold (MATH) MATH 3224,MATH 3224,Arnold (MATH),2.98,16.06,0.61,18
Arnold (UH) UH 2814,UH 2814,Arnold (UH),3.44,16.0,0.0,3
Arnold (UH) UH 3855,UH 3855,Arnold (UH),4.0,8.0,0.0,1
Arnold (UH) UH 3856,UH 3856,Arnold (UH),4.0,5.0,0.0,1
Arnold (UNIV) UNIV 1004,UNIV 1004,Arnold (UNIV),2.93,12.5,1.0,2
Arnold-Christian (ENGR) ENGR 2044,ENGR 2044,Arnold-Christian (ENGR),4.0,7.0,0.0,1
Arredondo (FREC) FREC 3544,FREC 3544,Arredondo (FREC),3.3,44.0,0.0,1
Artavanis (FIN) FIN 3144,FIN 3144,Artavanis (FIN),2.89,33.4,0.4,5
Artavanis (FIN) FIN 3154,FIN 3154,Artavanis (FIN),3.09,24.5,1.0,8
Arthur (MGT) MGT 3334,MGT 3334,Arthur (MGT),3.08,39.78,0.0,9
Arthur (MGT) MGT 3344,MGT 3344,Arthur (MGT),2.98,35.86,0.14,7
Arthur (MGT) MGT 4414,MGT 4414,Arthur (MGT),3.1,31.67,0.0,6
Artis (AOE) AOE 2104,AOE 2104,Artis (AOE),3.32,193.0,4.0,4
Artis (AOE) AOE 2994,AOE 2994,Artis (AOE),4.0,9.5,0.0,2
Artis (AOE) AOE 3354,AOE 3354,Artis (AOE),3.37,36.0,1.75,4
Artis (AOE) AOE 4365,AOE 4365,Artis (AOE),3.65,37.0,0.0,1
Artis (AOE) AOE 4604,AOE 4604,Artis (AOE),3.78,55.67,0.67,3
Artis (AOE) AOE 4974,AOE 4974,Artis (AOE),4.0,5.0,0.0,1
Artis (AOE) AOE 4984,AOE 4984,Artis (AOE),3.66,37.25,0.5,4
Artis (AOE) AOE 4994,AOE 4994,Artis (AOE),4.0,17.4,0.2,5
Artis (AOE) AOE 5984,AOE 5984,Artis (AOE),3.68,8.0,0.0,2
Artis (GRAD) GRAD 5304,GRAD 5304,Artis (GRAD),4.0,23.33,0.0,3
Arul Jayachandran (CEE) CEE 3404,CEE 3404,Arul Jayachandran (CEE),2.98,47.0,1.5,2
Arul Jayachandran (CEE) CEE 5420,CEE 5420,Arul Jayachandran (CEE),3.41,27.0,0.0,1
Asadi (ECON) ECON 2005,ECON 2005,Asadi (ECON),2.9,81.0,3.0,1
Asadi (ECON) ECON 2006,ECON 2006,Asadi (ECON),3.02,118.5,2.0,2
Asbeck (ME) ME 3614,ME 3614,Asbeck (ME),3.63,22.0,0.0,1
Asbeck (ME) ME 4735,ME 4735,Asbeck (ME),3.38,50.0,0.0,1
Asbeck (ME) ME 4744,ME 4744,Asbeck (ME),3.5,26.0,0.0,2
Asbeck (ME) ME 4994,ME 4994,Asbeck (ME),4.0,7.5,0.0,2
Asbeck (ME) ME 5735,ME 5735,Asbeck (ME),3.78,20.33,0.0,3
Asbeck (MUS) MUS 3314,MUS 3314,Asbeck (MUS),4.0,8.0,0.0,1
Asfaw (ARCH) ARCH 3514,ARCH 3514,Asfaw (ARCH),3.88,8.0,0.0,1
Asfaw (ARCH) ARCH 5115,ARCH 5115,Asfaw (ARCH),3.86,7.67,0.0,3
Asfaw (ARCH) ARCH 5116,ARCH 5116,Asfaw (ARCH),3.75,6.0,0.0,2
Asfaw (MATH) MATH 2114,MATH 2114,Asfaw (MATH),2.42,25.93,2.57,14
Asfaw (MATH) MATH 2204,MATH 2204,Asfaw (MATH),2.47,10.5,1.0,2
Asfaw (MATH) MATH 2214,MATH 2214,Asfaw (MATH),2.23,21.0,2.67,3
Asfaw (MATH) MATH 4574,MATH 4574,Asfaw (MATH),2.86,22.6,0.8,5
Asgari (MGT) MGT 4064,MGT 4064,Asgari (MGT),3.59,9.0,0.0,1
Ashall (PHYS) PHYS 1055,PHYS 1055,Ashall (PHYS),3.46,241.5,5.5,2
Ashkar (PHYS) PHYS 2305,PHYS 2305,Ashkar (PHYS),2.72,34.44,1.28,18
Ashkar (PHYS) PHYS 4714,PHYS 4714,Ashkar (PHYS),3.04,10.0,0.25,4
Ashley (ECON) ECON 3004,ECON 3004,Ashley (ECON),2.83,28.0,0.0,1
Ashley (ECON) ECON 3054,ECON 3054,Ashley (ECON),3.1,17.75,1.0,4
Ashley (ECON) ECON 3204,ECON 3204,Ashley (ECON),3.38,25.5,1.0,2
Ashley (ECON) ECON 4304,ECON 4304,Ashley (ECON),2.99,15.2,0.7,10
Ashworth (UAP) UAP 4344,UAP 4344,Ashworth (UAP),3.34,44.0,2.0,1
Askew (PPWS) PPWS 6004,PPWS 6004,Askew (PPWS),4.0,5.0,0.0,1
Aslan (MATH) MATH 1225,MATH 1225,Aslan (MATH),2.56,26.25,3.0,4
Aslan (MATH) MATH 1226,MATH 1226,Aslan (MATH),2.61,32.0,8.0,1
Aslan (MATH) MATH 2114,MATH 2114,Aslan (MATH),2.61,29.6,1.5,10
Aslan (MATH) MATH 2534,MATH 2534,Aslan (MATH),2.72,41.8,3.9,10
Aslan (MUS) MUS 3314,MUS 3314,Aslan (MUS),4.0,8.0,0.0,1
Asryan (MSE) MSE 3204,MSE 3204,Asryan (MSE),3.78,31.45,0.09,11
Asryan (MSE) MSE 6214,MSE 6214,Asryan (MSE),4.0,5.0,0.0,1
Atallah (CEE) CEE 3604,CEE 3604,Atallah (CEE),3.61,18.0,0.0,1
Atanasio (HD) HD 1004,HD 1004,Atanasio (HD),2.96,34.0,2.0,1
Athanas (ECE) ECE 5485,ECE 5485,Athanas (ECE),3.45,28.0,0.0,2
Athanas (ECE) ECE 5486,ECE 5486,Athanas (ECE),3.79,14.0,0.0,1
Atkins (AOE) AOE 2074,AOE 2074,Atkins (AOE),2.76,40.38,2.0,8
Atkins (ESM) ESM 2074,ESM 2074,Atkins (ESM),2.78,13.67,1.0,3
Atkinson (CS) CS 5914,CS 5914,Atkinson (CS),3.93,51.0,0.0,1
Atkinson Webson (ENGL) ENGL 3764,ENGL 3764,Atkinson Webson (ENGL),3.22,17.67,2.0,6
Auguste (ENT) ENT 6004,ENT 6004,Auguste (ENT),4.0,9.25,0.0,4
Aurand (UAP) UAP 5424,UAP 5424,Aurand (UAP),4.0,9.0,0.0,1
Aurand (UAP) UAP 5604,UAP 5604,Aurand (UAP),3.66,10.0,0.0,1
Aust (FREC) FREC 2414,FREC 2414,Aust (FREC),3.3,36.0,1.0,2
Aust (FREC) FREC 3724,FREC 3724,Aust (FREC),2.96,18.8,0.0,5
Aust (FREC) FREC 4374,FREC 4374,Aust (FREC),2.97,17.36,0.09,11
Austin (ENGL) ENGL 1105,ENGL 1105,Austin (ENGL),3.42,17.31,0.38,13
Austin (ENGL) ENGL 1106,ENGL 1106,Austin (ENGL),3.4,17.38,0.38,8
Austin (PSYC) PSYC 4994,PSYC 4994,Austin (PSYC),4.0,8.0,0.0,1
Austin (SPAN) SPAN 3106,SPAN 3106,Austin (SPAN),3.43,19.67,0.0,3
Austin (SPAN) SPAN 3474,SPAN 3474,Austin (SPAN),3.62,21.67,0.17,6
Austin (SPAN) SPAN 3484,SPAN 3484,Austin (SPAN),3.75,14.5,0.0,4
Austin (SPAN) SPAN 3564,SPAN 3564,Austin (SPAN),3.82,14.67,1.0,3
Austin (SPAN) SPAN 3984,SPAN 3984,Austin (SPAN),3.81,20.0,0.0,1
Avery (PM) PM 2664,PM 2664,Avery (PM),3.36,39.46,0.0,13
Avery (PM) PM 2684,PM 2684,Avery (PM),3.4,40.67,0.33,3
Avery (PM) PM 3634,PM 3634,Avery (PM),3.34,39.2,0.2,5
Avery (PM) PM 4674,PM 4674,Avery (PM),3.22,28.0,0.0,2
Avery (PM) PM 4694,PM 4694,Avery (PM),3.29,21.4,0.0,5
Avery (STAT) STAT 5615,STAT 5615,Avery (STAT),3.58,8.0,0.0,1
Avey (IS) IS 3104,IS 3104,Avey (IS),3.16,25.0,0.0,2
Avey (IS) IS 3135,IS 3135,Avey (IS),3.16,14.0,0.0,2
Avey (IS) IS 3194,IS 3194,Avey (IS),3.25,15.67,0.0,3
Avey (IS) IS 3734,IS 3734,Avey (IS),3.37,29.0,1.0,1
Avey (PSCI) PSCI 3104,PSCI 3104,Avey (PSCI),3.2,7.0,1.0,2
Avey (PSCI) PSCI 3135,PSCI 3135,Avey (PSCI),3.08,21.0,2.5,2
Avey (PSCI) PSCI 3194,PSCI 3194,Avey (PSCI),3.18,18.67,0.0,3
Avey (PSCI) PSCI 3734,PSCI 3734,Avey (PSCI),3.17,16.0,0.0,1
Avey (PSCI) PSCI 6254,PSCI 6254,Avey (PSCI),3.81,8.0,0.0,1
Awate (MGT) MGT 3604,MGT 3604,Awate (MGT),3.16,37.0,0.0,2
Awate (MGT) MGT 4394,MGT 4394,Awate (MGT),3.29,37.17,0.0,12
Awni (ME) ME 4735,ME 4735,Awni (ME),3.68,67.0,3.0,1
Awotayo (ENGL) ENGL 1105,ENGL 1105,Awotayo (ENGL),3.36,16.57,0.57,7
Awotayo (ENGL) ENGL 1106,ENGL 1106,Awotayo (ENGL),3.47,17.75,0.0,8
Awotayo (ENGL) ENGL 3764,ENGL 3764,Awotayo (ENGL),3.72,21.0,0.0,2
Axsom (PSYC) PSYC 2014,PSYC 2014,Axsom (PSYC),3.12,28.5,0.0,2
Axsom (PSYC) PSYC 2084,PSYC 2084,Axsom (PSYC),2.96,50.0,4.0,1
Axsom (PSYC) PSYC 4084,PSYC 4084,Axsom (PSYC),3.18,50.75,0.25,4
Axsom (PSYC) PSYC 5314,PSYC 5314,Axsom (PSYC),3.54,13.0,0.0,3
Aylward (SYSB) SYSB 3035,SYSB 3035,Aylward (SYSB),3.9,10.0,0.0,1
Aylward (SYSB) SYSB 3036,SYSB 3036,Aylward (SYSB),3.86,10.8,0.0,5
Aylward (SYSB) SYSB 3116,SYSB 3116,Aylward (SYSB),3.3,9.0,0.0,1
Azano (EDCI) EDCI 5264,EDCI 5264,Azano (EDCI),4.0,20.0,0.0,1
Azano (EDCI) EDCI 5444,EDCI 5444,Azano (EDCI),4.0,17.0,0.0,2
Azano (EDCI) EDCI 6014,EDCI 6014,Azano (EDCI),4.0,8.0,0.0,2
Azano (EDCI) EDCI 6054,EDCI 6054,Azano (EDCI),4.0,5.0,0.0,1
Azar (PM) PM 4684,PM 4684,Azar (PM),3.22,49.67,0.33,6
Azzam (ARBC) ARBC 1105,ARBC 1105,Azzam (ARBC),3.66,12.44,0.44,9
Azzam (ARBC) ARBC 1106,ARBC 1106,Azzam (ARBC),3.81,10.67,0.0,3
Azzam (ARBC) ARBC 1114,ARBC 1114,Azzam (ARBC),3.46,9.0,0.0,4
Azzam (ARBC) ARBC 2105,ARBC 2105,Azzam (ARBC),3.86,17.0,0.0,1
Azzam (ARBC) ARBC 3105,ARBC 3105,Azzam (ARBC),3.96,17.0,0.0,1
Azzam (ARBC) ARBC 3106,ARBC 3106,Azzam (ARBC),4.0,5.0,0.0,1
Azzam (ARBC) ARBC 4154,ARBC 4154,Azzam (ARBC),4.0,7.0,0.0,2
Ba-Aoum (ISE) ISE 2004,ISE 2004,Ba-Aoum (ISE),3.46,104.0,0.0,2
Baab (COMM) COMM 2034,COMM 2034,Baab (COMM),3.6,17.78,0.22,9
Back (CS) CS 2144,CS 2144,Back (CS),3.84,9.33,1.67,3
Back (CS) CS 2974,CS 2974,Back (CS),4.0,5.0,0.0,1
Back (CS) CS 2984,CS 2984,Back (CS),3.98,19.0,0.0,2
Back (CS) CS 3214,CS 3214,Back (CS),3.01,110.62,4.25,8
Back (CS) CS 3754,CS 3754,Back (CS),3.25,48.0,9.0,1
Back (CS) CS 4144,CS 4144,Back (CS),3.84,5.5,0.0,2
Back (CS) CS 4284,CS 4284,Back (CS),3.64,22.0,0.5,2
