stat_id,course_id,instructor_id,gpa,enrollment,withdraw,past_classes
Shoemaker (PHYS) PHYS 4455,PHYS 4455,Shoemaker (PHYS),3.71,40.33,0.33,3
Shoemaker (PHYS) PHYS 4456,PHYS 4456,Shoemaker (PHYS),3.72,44.5,0.0,4
Shoemaker (PHYS) PHYS 5456,PHYS 5456,Shoemaker (PHYS),3.97,23.0,0.0,1
Shoemaker (SOC) SOC 4424,SOC 4424,Shoemaker (SOC),3.23,16.0,2.0,1
Shojaei kol kachi (BC) BC 1214,BC 1214,Shojaei kol kachi (BC),3.3,49.0,0.0,2
Shojaei kol kachi (BC) BC 4434,BC 4434,Shojaei kol kachi (BC),3.41,32.0,0.0,3
Shojaei kol kachi (BC) BC 4444,BC 4444,Shojaei kol kachi (BC),3.6,34.75,0.0,4
Shoop (CMST) CMST 3214,CMST 3214,Shoop (CMST),3.66,21.0,1.0,1
Shoop (CMST) CMST 4244,CMST 4244,Shoop (CMST),3.82,61.0,0.0,1
Shoop (COMM) COMM 3144,COMM 3144,Shoop (COMM),3.36,13.0,0.0,1
Shoop (MKTG) MKTG 4204,MKTG 4204,Shoop (MKTG),3.89,67.17,0.0,6
Shoop (MKTG) MKTG 4644,MKTG 4644,Shoop (MKTG),3.73,57.0,0.0,1
Shoop (MKTG) MKTG 4964,MKTG 4964,Shoop (MKTG),4.0,62.5,0.0,2
Shoop (PR) PR 3144,PR 3144,Shoop (PR),3.53,15.8,0.0,5
Short (EDHE) EDHE 6054,EDHE 6054,Short (EDHE),3.83,15.0,0.0,1
Shortt (ACIS) ACIS 3116,ACIS 3116,Shortt (ACIS),2.88,33.0,1.44,9
Shortt (ACIS) ACIS 3504,ACIS 3504,Shortt (ACIS),3.09,32.12,0.25,8
Shortt (ACIS) ACIS 4654,ACIS 4654,Shortt (ACIS),3.29,24.83,0.08,24
Shortt (ACIS) ACIS 5654,ACIS 5654,Shortt (ACIS),3.57,8.76,0.0,21
Shortt (ACIS) ACIS 5984,ACIS 5984,Shortt (ACIS),3.48,16.33,0.0,3
Showalter (FIN) FIN 3054,FIN 3054,Showalter (FIN),3.07,112.52,1.44,27
Shryock (FR) FR 2164,FR 2164,Shryock (FR),2.99,11.0,0.0,2
Shryock (FR) FR 2714,FR 2714,Shryock (FR),3.48,23.6,0.4,5
Shryock (FR) FR 3164,FR 3164,Shryock (FR),3.9,9.0,0.0,2
Shryock (FR) FR 3304,FR 3304,Shryock (FR),3.73,22.0,1.0,1
Shryock (FR) FR 4164,FR 4164,Shryock (FR),3.72,9.5,0.0,2
Shryock (FR) FR 4324,FR 4324,Shryock (FR),3.75,8.0,0.0,1
Shuai (SBIO) SBIO 3984,SBIO 3984,Shuai (SBIO),3.33,6.0,0.0,1
Shugars (ARCH) ARCH 4014,ARCH 4014,Shugars (ARCH),3.6,18.0,0.0,1
Shugars (ARCH) ARCH 4015,ARCH 4015,Shugars (ARCH),3.53,11.0,0.0,1
Shugars (ARCH) ARCH 4016,ARCH 4016,Shugars (ARCH),3.26,17.0,0.0,1
Shugars (ARCH) ARCH 5064,ARCH 5064,Shugars (ARCH),3.54,8.5,0.0,2
Shugars (ARCH) ARCH 5515,ARCH 5515,Shugars (ARCH),3.38,8.0,0.0,1
Shumsky (HIST) HIST 1115,HIST 1115,Shumsky (HIST),3.11,22.0,3.0,1
Shumsky (HIST) HIST 2104,HIST 2104,Shumsky (HIST),3.26,9.0,0.0,1
Shushok (EDHE) EDHE 5334,EDHE 5334,Shushok (EDHE),3.68,16.0,0.0,1
Sibdari (CS) CS 5614,CS 5614,Sibdari (CS),3.6,10.0,0.0,1
Sible (UNIV) UNIV 2984,UNIV 2984,Sible (UNIV),3.62,49.0,0.0,2
Sierra (SPAN) SPAN 2984,SPAN 2984,Sierra (SPAN),3.39,14.0,0.0,1
Sierra (SPAN) SPAN 3105,SPAN 3105,Sierra (SPAN),3.56,16.17,0.17,6
Sierra (SPAN) SPAN 3304,SPAN 3304,Sierra (SPAN),3.74,21.33,0.0,6
Sierra (SPAN) SPAN 3414,SPAN 3414,Sierra (SPAN),3.9,20.67,0.0,6
Sierra (SPAN) SPAN 4314,SPAN 4314,Sierra (SPAN),3.71,13.33,0.0,3
Sikora (CS) CS 4134,CS 4134,Sikora (CS),3.12,35.0,3.0,2
Sikora (CS) CS 5914,CS 5914,Sikora (CS),2.86,17.0,1.0,1
Sikora (CS) CS 5984,CS 5984,Sikora (CS),3.64,11.0,0.0,1
Sikora (CS) CS 6604,CS 6604,Sikora (CS),3.75,8.0,0.0,1
Silber (MATH) MATH 1026,MATH 1026,Silber (MATH),2.39,19.43,3.71,7
Silber (MATH) MATH 1214,MATH 1214,Silber (MATH),2.45,37.83,1.67,6
Silber (MATH) MATH 1225,MATH 1225,Silber (MATH),2.41,28.0,6.0,2
Silber (MATH) MATH 1226,MATH 1226,Silber (MATH),2.46,29.5,11.5,2
Silber (MATH) MATH 1614,MATH 1614,Silber (MATH),3.84,21.67,0.17,6
Silber (MATH) MATH 1624,MATH 1624,Silber (MATH),3.73,18.38,0.0,8
Silber (MATH) MATH 2114,MATH 2114,Silber (MATH),3.06,21.0,0.0,1
Silber (MATH) MATH 2644,MATH 2644,Silber (MATH),3.96,7.5,0.0,6
Silknetter (UNIV) UNIV 2114,UNIV 2114,Silknetter (UNIV),3.8,28.2,0.2,5
Silknetter (UNIV) UNIV 2984,UNIV 2984,Silknetter (UNIV),3.78,22.33,0.0,3
Silverbush (AS) AS 2115,AS 2115,Silverbush (AS),3.97,46.5,0.0,2
Silverman (HNFE) HNFE 3634,HNFE 3634,Silverman (HNFE),3.68,22.33,0.33,3
Silverman (PHS) PHS 3634,PHS 3634,Silverman (PHS),3.59,49.33,0.33,3
Silvers (ART) ART 1104,ART 1104,Silvers (ART),3.47,18.0,0.0,1
Sim (ART) ART 3854,ART 3854,Sim (ART),3.59,26.8,0.2,5
Sim (ART) ART 4564,ART 4564,Sim (ART),3.54,12.1,0.2,10
Sim (ART) ART 5564,ART 5564,Sim (ART),3.88,6.0,0.0,1
Simmerman (JPN) JPN 1105,JPN 1105,Simmerman (JPN),3.59,15.25,0.0,8
Simmerman (JPN) JPN 1106,JPN 1106,Simmerman (JPN),3.46,18.0,0.0,3
Simmerman (JPN) JPN 2105,JPN 2105,Simmerman (JPN),3.31,23.0,0.0,1
Simmerman (JPN) JPN 2106,JPN 2106,Simmerman (JPN),3.79,15.33,0.0,3
Simmons (PSVP) PSVP 2044,PSVP 2044,Simmons (PSVP),3.31,51.55,0.91,11
Simmons (PSVP) PSVP 4444,PSVP 4444,Simmons (PSVP),3.18,24.0,0.5,2
Simmons (SOC) SOC 1004,SOC 1004,Simmons (SOC),3.33,60.16,1.79,19
Simmons (SOC) SOC 2004,SOC 2004,Simmons (SOC),3.33,51.0,0.83,6
Simmons (SOC) SOC 2044,SOC 2044,Simmons (SOC),3.56,13.0,0.0,1
Simmons (SOC) SOC 2404,SOC 2404,Simmons (SOC),3.3,60.75,0.75,4
Simmons (SOC) SOC 4444,SOC 4444,Simmons (SOC),3.3,38.5,0.0,2
Simonds (NEUR) NEUR 2594,NEUR 2594,Simonds (NEUR),3.99,27.0,0.25,4
Simonds (NEUR) NEUR 3984,NEUR 3984,Simonds (NEUR),4.0,29.0,0.0,1
Simonds (NEUR) NEUR 4984,NEUR 4984,Simonds (NEUR),3.99,20.5,0.0,2
Simonds (PSYC) PSYC 4994,PSYC 4994,Simonds (PSYC),4.0,8.0,0.0,1
Simonetti (PHYS) PHYS 1155,PHYS 1155,Simonetti (PHYS),3.85,19.74,0.04,27
Simonetti (PHYS) PHYS 1156,PHYS 1156,Simonetti (PHYS),3.81,18.45,0.1,20
Simonetti (PHYS) PHYS 2074,PHYS 2074,Simonetti (PHYS),3.05,93.67,1.67,6
Simonetti (PHYS) PHYS 2305,PHYS 2305,Simonetti (PHYS),2.82,32.5,0.5,6
Simonetti (PHYS) PHYS 2306,PHYS 2306,Simonetti (PHYS),2.96,28.0,0.25,4
Simonetti (PHYS) PHYS 2325,PHYS 2325,Simonetti (PHYS),3.55,40.17,0.0,6
Simonetti (PHYS) PHYS 2326,PHYS 2326,Simonetti (PHYS),3.66,29.8,0.0,5
Simonetti (PHYS) PHYS 2404,PHYS 2404,Simonetti (PHYS),3.93,11.71,0.0,7
Simonetti (PHYS) PHYS 3154,PHYS 3154,Simonetti (PHYS),3.99,20.8,0.0,5
Simonetti (PHYS) PHYS 4974,PHYS 4974,Simonetti (PHYS),4.0,12.45,0.0,11
Simonetti (PHYS) PHYS 4994,PHYS 4994,Simonetti (PHYS),4.0,6.67,0.0,3
Simonetti (PSYC) PSYC 4994,PSYC 4994,Simonetti (PSYC),4.0,7.0,0.0,1
Simons (ENGL) ENGL 1105,ENGL 1105,Simons (ENGL),3.0,17.25,0.0,4
Simons (ENGL) ENGL 1106,ENGL 1106,Simons (ENGL),3.02,16.6,0.4,5
Simons (ENGL) ENGL 2744,ENGL 2744,Simons (ENGL),3.63,17.0,0.0,1
Simpson (ACIS) ACIS 5624,ACIS 5624,Simpson (ACIS),3.8,5.0,0.0,1
Simpson (BIT) BIT 2164,BIT 2164,Simpson (BIT),3.86,9.0,1.0,1
Simpson (BIT) BIT 4604,BIT 4604,Simpson (BIT),3.41,74.0,2.0,1
Simpson (BIT) BIT 5984,BIT 5984,Simpson (BIT),3.78,18.0,0.0,1
Simpson (CS) CS 2164,CS 2164,Simpson (CS),3.88,19.0,1.0,1
Simpson (HD) HD 2314,HD 2314,Simpson (HD),3.51,33.0,1.0,1
Simpson (MGT) MGT 1104,MGT 1104,Simpson (MGT),3.02,41.5,0.5,4
Simpson (MGT) MGT 3084,MGT 3084,Simpson (MGT),3.64,21.0,0.0,1
Simpson (MGT) MGT 3614,MGT 3614,Simpson (MGT),3.27,42.33,0.0,9
Simpson (MGT) MGT 4394,MGT 4394,Simpson (MGT),3.35,25.33,0.0,3
Simpson (MGT) MGT 5384,MGT 5384,Simpson (MGT),3.7,9.5,0.0,2
Simpson (MGT) MGT 5854,MGT 5854,Simpson (MGT),3.66,11.0,0.0,6
Simpson (PSCI) PSCI 2164,PSCI 2164,Simpson (PSCI),3.5,27.0,1.0,1
Simundza (BIT) BIT 2405,BIT 2405,Simundza (BIT),2.93,103.0,6.17,12
Simundza (BIT) BIT 2406,BIT 2406,Simundza (BIT),3.21,176.33,2.33,6
Simundza (BIT) BIT 3414,BIT 3414,Simundza (BIT),3.23,47.0,1.0,1
Simundza (BIT) BIT 3434,BIT 3434,Simundza (BIT),3.62,72.0,0.0,1
Simundza (UH) UH 4504,UH 4504,Simundza (UH),3.96,10.5,0.0,2
Sinani (MATH) MATH 2114,MATH 2114,Sinani (MATH),2.07,30.0,7.0,1
Sinani (MATH) MATH 2204,MATH 2204,Sinani (MATH),1.92,38.0,11.0,1
Singal (FIN) FIN 3984,FIN 3984,Singal (FIN),3.54,10.0,0.0,1
Singal (HTM) HTM 2314,HTM 2314,Singal (HTM),2.96,49.81,0.94,16
Singal (MGT) MGT 2314,MGT 2314,Singal (MGT),2.77,49.17,2.5,6
Singer (HD) HD 2004,HD 2004,Singer (HD),3.76,47.0,1.0,1
Singh (AFST) AFST 2204,AFST 2204,Singh (AFST),3.13,11.0,1.0,3
Singh (ASPT) ASPT 6204,ASPT 6204,Singh (ASPT),3.95,9.5,0.0,2
Singh (CEE) CEE 3404,CEE 3404,Singh (CEE),3.35,24.0,0.0,1
Singh (HUM) HUM 1604,HUM 1604,Singh (HUM),3.48,11.0,0.0,1
Singh (MATH) MATH 2114,MATH 2114,Singh (MATH),2.64,29.25,2.5,4
Singh (RLCL) RLCL 2204,RLCL 2204,Singh (RLCL),3.18,7.67,0.0,3
Singh (RLCL) RLCL 2514,RLCL 2514,Singh (RLCL),3.34,7.0,0.0,1
Singh (SOC) SOC 2514,SOC 2514,Singh (SOC),3.4,10.0,1.0,1
Singh (WGS) WGS 2204,WGS 2204,Singh (WGS),3.32,9.5,0.0,2
Sinha (BC) BC 4024,BC 4024,Sinha (BC),3.61,12.0,0.0,1
Sinha (CEE) CEE 4014,CEE 4014,Sinha (CEE),3.74,34.0,0.0,2
Sinha (CEE) CEE 4024,CEE 4024,Sinha (CEE),3.57,58.33,0.0,3
Sinha (CEE) CEE 5080,CEE 5080,Sinha (CEE),3.88,16.4,0.0,5
Sinha (CEE) CEE 5084,CEE 5084,Sinha (CEE),3.71,10.67,0.0,3
Sink (ISE) ISE 4015,ISE 4015,Sink (ISE),3.77,34.0,3.0,1
Sink (ISE) ISE 5016,ISE 5016,Sink (ISE),3.86,6.33,0.0,3
Sinno (ARBC) ARBC 1105,ARBC 1105,Sinno (ARBC),3.59,12.83,0.17,6
Sinno (ARBC) ARBC 1106,ARBC 1106,Sinno (ARBC),3.72,17.0,2.0,1
Sinno (ARBC) ARBC 3106,ARBC 3106,Sinno (ARBC),3.48,14.0,0.0,1
Sinno (ARBC) ARBC 3124,ARBC 3124,Sinno (ARBC),3.75,9.25,0.25,4
Sinno (ARBC) ARBC 3514,ARBC 3514,Sinno (ARBC),3.72,11.25,0.25,4
Sinno (ARBC) ARBC 4154,ARBC 4154,Sinno (ARBC),3.68,8.0,0.0,1
Sirgy (MKTG) MKTG 4704,MKTG 4704,Sirgy (MKTG),3.69,42.0,0.0,2
Sirgy (MKTG) MKTG 4734,MKTG 4734,Sirgy (MKTG),3.47,28.5,0.0,2
Sirgy (MKTG) MKTG 5204,MKTG 5204,Sirgy (MKTG),3.85,8.0,0.0,1
Sirgy (MKTG) MKTG 5984,MKTG 5984,Sirgy (MKTG),3.65,14.0,0.0,1
Skaggs (EDRE) EDRE 6605,EDRE 6605,Skaggs (EDRE),3.79,8.0,0.0,1
Skaggs (EDRE) EDRE 6624,EDRE 6624,Skaggs (EDRE),4.0,7.0,0.0,1
Skaggs (EDRE) EDRE 6684,EDRE 6684,Skaggs (EDRE),4.0,9.5,0.0,4
Skaggs (EDRE) EDRE 6754,EDRE 6754,Skaggs (EDRE),4.0,5.0,0.0,1
Skarzynski (CS) CS 5525,CS 5525,Skarzynski (CS),3.96,63.0,0.0,4
Skarzynski (CS) CS 5805,CS 5805,Skarzynski (CS),3.9,127.0,0.0,1
Skarzynski (STAT) STAT 5525,STAT 5525,Skarzynski (STAT),3.98,15.5,0.0,2
Skelly (ART) ART 4564,ART 4564,Skelly (ART),3.9,6.0,0.0,1
Skelly (TA) TA 2604,TA 2604,Skelly (TA),4.0,12.0,0.0,1
Skelton (JUD) JUD 2134,JUD 2134,Skelton (JUD),3.71,8.0,0.0,1
Skelton (RLCL) RLCL 1024,RLCL 1024,Skelton (RLCL),3.68,24.0,0.0,2
Skelton (RLCL) RLCL 2134,RLCL 2134,Skelton (RLCL),3.76,11.0,0.0,1
Skidmore (MUS) MUS 2065,MUS 2065,Skidmore (MUS),2.45,8.0,0.0,1
Skidmore (MUS) MUS 2734,MUS 2734,Skidmore (MUS),4.0,6.0,0.0,1
Skiles (HIST) HIST 1215,HIST 1215,Skiles (HIST),3.0,27.25,0.75,4
Skiles (HIST) HIST 1354,HIST 1354,Skiles (HIST),3.12,35.6,0.2,5
Skinner (ENGL) ENGL 1106,ENGL 1106,Skinner (ENGL),3.34,16.67,0.67,3
Skinner (ENGL) ENGL 1614,ENGL 1614,Skinner (ENGL),3.45,70.0,2.0,1
Skripak (MGT) MGT 1104,MGT 1104,Skripak (MGT),2.99,53.36,0.71,14
Skripak (MGT) MGT 4084,MGT 4084,Skripak (MGT),3.58,29.0,0.0,1
Skuzinski (UAP) UAP 4344,UAP 4344,Skuzinski (UAP),3.9,69.0,0.0,2
Skuzinski (UAP) UAP 4754,UAP 4754,Skuzinski (UAP),3.49,41.5,0.0,2
Skuzinski (UAP) UAP 5424,UAP 5424,Skuzinski (UAP),4.0,6.67,0.33,3
Skuzinski (UAP) UAP 5554,UAP 5554,Skuzinski (UAP),4.0,8.5,0.0,2
Skuzinski (UAP) UAP 5984,UAP 5984,Skuzinski (UAP),4.0,6.0,0.0,1
Slade (BCHM) BCHM 4115,BCHM 4115,Slade (BCHM),2.81,73.67,2.33,3
Slade (BCHM) BCHM 5014,BCHM 5014,Slade (BCHM),4.0,9.5,0.0,2
Slade (BCHM) BCHM 5224,BCHM 5224,Slade (BCHM),3.68,14.0,0.0,2
Slagel (MGT) MGT 1104,MGT 1104,Slagel (MGT),2.92,41.5,0.0,2
Slagel (MGT) MGT 2064,MGT 2064,Slagel (MGT),3.75,97.0,2.0,1
Slagel (MGT) MGT 4394,MGT 4394,Slagel (MGT),3.55,59.5,0.0,4
Slebodnick (CHEM) CHEM 5525,CHEM 5525,Slebodnick (CHEM),3.59,9.0,0.0,1
Slifko (STAT) STAT 3704,STAT 3704,Slifko (STAT),3.61,31.0,1.0,1
Slifko (STAT) STAT 4214,STAT 4214,Slifko (STAT),3.58,30.0,0.0,1
Slifko (STAT) STAT 5214,STAT 5214,Slifko (STAT),3.74,5.0,0.0,1
Slivkin (GEOG) GEOG 2084,GEOG 2084,Slivkin (GEOG),3.57,28.0,1.0,1
Slivkin (RUS) RUS 1105,RUS 1105,Slivkin (RUS),2.76,10.0,1.25,4
Slivkin (RUS) RUS 1114,RUS 1114,Slivkin (RUS),3.02,7.8,0.4,5
Slivkin (RUS) RUS 2114,RUS 2114,Slivkin (RUS),3.09,8.33,0.0,3
Slivkin (RUS) RUS 3105,RUS 3105,Slivkin (RUS),2.97,10.2,0.2,5
Slivkin (RUS) RUS 3106,RUS 3106,Slivkin (RUS),3.49,8.0,0.33,3
Slivkin (RUS) RUS 4204,RUS 4204,Slivkin (RUS),3.74,18.0,2.0,1
Slivkin (RUS) RUS 4304,RUS 4304,Slivkin (RUS),3.81,16.0,0.0,1
Slough (HIST) HIST 1116,HIST 1116,Slough (HIST),3.86,37.25,0.0,4
Slough (HIST) HIST 1214,HIST 1214,Slough (HIST),3.71,35.0,0.0,1
Smalls Brown (COMM) COMM 2024,COMM 2024,Smalls Brown (COMM),3.76,19.5,0.0,2
Smalls Brown (COMM) COMM 2034,COMM 2034,Smalls Brown (COMM),3.57,19.0,0.57,7
Smalls Brown (COMM) COMM 5054,COMM 5054,Smalls Brown (COMM),4.0,15.0,0.0,1
Smith (ACIS) ACIS 4414,ACIS 4414,Smith (ACIS),3.16,20.67,0.0,3
Smith (ALS) ALS 5094,ALS 5094,Smith (ALS),3.45,11.75,0.0,4
Smith (BDS) BDS 2005,BDS 2005,Smith (BDS),3.14,73.0,4.0,1
Smith (CEE) CEE 4074,CEE 4074,Smith (CEE),2.32,62.0,0.62,8
Smith (CEM) CEM 3024,CEM 3024,Smith (CEM),2.52,33.0,0.12,8
Smith (COMM) COMM 3014,COMM 3014,Smith (COMM),3.08,57.0,0.0,1
Smith (COMM) COMM 3144,COMM 3144,Smith (COMM),3.05,17.0,0.0,2
Smith (COMM) COMM 4974,COMM 4974,Smith (COMM),3.97,19.0,0.0,1
Smith (COMM) COMM 5014,COMM 5014,Smith (COMM),3.97,11.0,0.0,1
Smith (COMM) COMM 5524,COMM 5524,Smith (COMM),3.96,8.0,0.0,1
Smith (ECE) ECE 5484,ECE 5484,Smith (ECE),3.16,42.0,0.0,4
Smith (ECE) ECE 5984,ECE 5984,Smith (ECE),3.78,10.5,0.0,2
Smith (ECON) ECON 3004,ECON 3004,Smith (ECON),3.3,30.0,0.0,1
Smith (ECON) ECON 4424,ECON 4424,Smith (ECON),3.18,19.0,1.0,2
Smith (ECON) ECON 4434,ECON 4434,Smith (ECON),3.3,13.29,0.14,7
Smith (ECON) ECON 4994,ECON 4994,Smith (ECON),3.67,5.0,0.0,1
Smith (ECON) ECON 6014,ECON 6014,Smith (ECON),4.0,6.67,0.0,3
Smith (EDHE) EDHE 6084,EDHE 6084,Smith (EDHE),3.95,14.0,0.0,1
Smith (ENGE) ENGE 3984,ENGE 3984,Smith (ENGE),3.78,19.5,0.5,2
Smith (ENGL) ENGL 1105,ENGL 1105,Smith (ENGL),3.67,17.5,0.0,4
Smith (ENGL) ENGL 1106,ENGL 1106,Smith (ENGL),3.47,15.83,0.17,6
Smith (ENGL) ENGL 3714,ENGL 3714,Smith (ENGL),3.98,15.0,0.0,1
Smith (ENGL) ENGL 3764,ENGL 3764,Smith (ENGL),3.67,19.33,0.0,6
Smith (ENGL) ENGL 5774,ENGL 5774,Smith (ENGL),4.0,7.0,0.0,1
Smith (ENGL) ENGL 6714,ENGL 6714,Smith (ENGL),3.94,7.75,0.0,4
Smith (ENGL) ENGL 6734,ENGL 6734,Smith (ENGL),4.0,5.0,0.0,1
Smith (HD) HD 4994,HD 4994,Smith (HD),3.99,7.46,0.15,13
Smith (HD) HD 5444,HD 5444,Smith (HD),3.89,21.0,0.0,1
Smith (HD) HD 5484,HD 5484,Smith (HD),3.52,23.0,0.0,1
Smith (HD) HD 5964,HD 5964,Smith (HD),4.0,8.25,0.0,4
Smith (HNFE) HNFE 2664,HNFE 2664,Smith (HNFE),3.76,87.33,0.5,6
Smith (HNFE) HNFE 4974,HNFE 4974,Smith (HNFE),4.0,21.5,0.0,2
Smith (HNFE) HNFE 4994,HNFE 4994,Smith (HNFE),4.0,7.0,0.0,1
Smith (LAHS) LAHS 3984,LAHS 3984,Smith (LAHS),3.52,17.0,1.0,1
Smith (ME) ME 2134,ME 2134,Smith (ME),3.18,26.5,3.5,2
Smith (MGT) MGT 3984,MGT 3984,Smith (MGT),3.61,24.0,0.0,1
Smith (PAPA) PAPA 6214,PAPA 6214,Smith (PAPA),3.76,8.0,0.0,1
Smith (PAPA) PAPA 6254,PAPA 6254,Smith (PAPA),3.87,7.0,0.0,2
Smith (PHS) PHS 1514,PHS 1514,Smith (PHS),3.86,461.73,2.0,11
Smith (PHS) PHS 3534,PHS 3534,Smith (PHS),3.88,455.55,1.55,11
Smith (PHYS) PHYS 2074,PHYS 2074,Smith (PHYS),3.41,94.0,1.0,1
Smith (PR) PR 3014,PR 3014,Smith (PR),2.79,39.0,0.5,2
Smith (PR) PR 3144,PR 3144,Smith (PR),3.5,14.2,0.0,5
Smith (PR) PR 4074,PR 4074,Smith (PR),2.9,12.0,0.0,1
Smith (PR) PR 4304,PR 4304,Smith (PR),3.54,20.6,0.0,5
Smith (PR) PR 5524,PR 5524,Smith (PR),3.87,10.67,0.0,3
Smith (PR) PR 5594,PR 5594,Smith (PR),3.81,7.0,0.0,1
Smith (PSCI) PSCI 4994,PSCI 4994,Smith (PSCI),4.0,5.0,0.0,1
Smith (PSYC) PSYC 4994,PSYC 4994,Smith (PSYC),3.99,11.6,0.0,5
Smith (STAT) STAT 3094,STAT 3094,Smith (STAT),3.3,24.0,1.0,4
Smith (STAT) STAT 3616,STAT 3616,Smith (STAT),3.36,22.75,0.25,4
Smith (STAT) STAT 4106,STAT 4106,Smith (STAT),2.65,15.0,0.0,1
Smith (STAT) STAT 5606,STAT 5606,Smith (STAT),3.6,10.0,0.0,1
Smith (UAP) UAP 5414,UAP 5414,Smith (UAP),3.94,16.0,0.0,1
Smith (UH) UH 3855,UH 3855,Smith (UH),3.46,5.0,0.0,1
Smith (UH) UH 3856,UH 3856,Smith (UH),4.0,5.0,0.0,1
Smith (UNIV) UNIV 1004,UNIV 1004,Smith (UNIV),3.03,16.33,0.0,3
Smith-Gispert (HTM) HTM 5514,HTM 5514,Smith-Gispert (HTM),3.43,14.5,0.0,2
Smith-Glaviana (FMD) FMD 1204,FMD 1204,Smith-Glaviana (FMD),3.75,35.71,0.0,7
Smith-Glaviana (FMD) FMD 2034,FMD 2034,Smith-Glaviana (FMD),3.86,28.5,0.0,4
Smith-Glaviana (FMD) FMD 3024,FMD 3024,Smith-Glaviana (FMD),3.87,13.0,0.0,1
Smith-Glaviana (FMD) FMD 3034,FMD 3034,Smith-Glaviana (FMD),3.84,21.0,0.0,1
Smithee (HD) HD 1004,HD 1004,Smithee (HD),3.62,66.5,1.0,2
Smithee (HD) HD 2314,HD 2314,Smithee (HD),3.48,60.0,4.0,1
Smucker (MATH) MATH 1225,MATH 1225,Smucker (MATH),2.56,28.33,6.0,3
Smyth (TBMH) TBMH 5004,TBMH 5004,Smyth (TBMH),3.39,24.0,0.0,1
Smyth (TBMH) TBMH 5044,TBMH 5044,Smyth (TBMH),3.39,5.33,0.0,3
Snead (EDCO) EDCO 5564,EDCO 5564,Snead (EDCO),4.0,21.0,0.0,1
Snegovaya (PHIL) PHIL 4884,PHIL 4884,Snegovaya (PHIL),3.75,13.0,0.0,1
Snegovaya (PSCI) PSCI 2024,PSCI 2024,Snegovaya (PSCI),3.02,26.0,4.0,1
Snegovaya (PSCI) PSCI 3524,PSCI 3524,Snegovaya (PSCI),3.49,11.0,0.5,2
Snegovaya (PSCI) PSCI 3626,PSCI 3626,Snegovaya (PSCI),3.6,9.0,0.0,1
Snegovaya (PSCI) PSCI 4884,PSCI 4884,Snegovaya (PSCI),3.71,7.0,0.0,1
Snodgrass (NR) NR 1234,NR 1234,Snodgrass (NR),3.52,11.75,0.0,4
Snook (ARCH) ARCH 5115,ARCH 5115,Snook (ARCH),3.62,9.0,0.0,2
Snyder (ALS) ALS 5104,ALS 5104,Snyder (ALS),3.83,38.0,0.0,3
Snyder (EDEL) EDEL 5164,EDEL 5164,Snyder (EDEL),4.0,6.0,0.0,1
Snyder (EDEL) EDEL 6034,EDEL 6034,Snyder (EDEL),4.0,11.0,0.0,1
Snyder (ENGL) ENGL 1105,ENGL 1105,Snyder (ENGL),3.34,17.75,0.08,12
Snyder (ENGL) ENGL 1106,ENGL 1106,Snyder (ENGL),3.4,17.48,0.7,23
Soares Souza de Souza (HUM) HUM 1324,HUM 1324,Soares Souza de Souza (HUM),3.43,22.2,0.6,5
Soares Souza de Souza (HUM) HUM 1604,HUM 1604,Soares Souza de Souza (HUM),3.91,35.0,0.0,1
Soares Souza de Souza (HUM) HUM 2204,HUM 2204,Soares Souza de Souza (HUM),3.83,19.0,0.0,1
Sobrado (BCHM) BCHM 2114,BCHM 2114,Sobrado (BCHM),3.23,81.67,0.33,3
Sobrado (BCHM) BCHM 5014,BCHM 5014,Sobrado (BCHM),4.0,13.0,0.0,1
Sobrado (BCHM) BCHM 5124,BCHM 5124,Sobrado (BCHM),3.7,42.0,0.0,1
Sobrado (BMES) BMES 4994,BMES 4994,Sobrado (BMES),3.97,26.0,0.0,1
Sobrado (SPAN) SPAN 1105,SPAN 1105,Sobrado (SPAN),3.64,19.5,0.0,2
Sobrado (SPAN) SPAN 2105,SPAN 2105,Sobrado (SPAN),3.82,19.2,0.1,10
Sobrado (SPAN) SPAN 2106,SPAN 2106,Sobrado (SPAN),3.83,18.92,0.15,13
Sobrado (SPAN) SPAN 3105,SPAN 3105,Sobrado (SPAN),3.77,17.0,0.0,5
Socha (ESM) ESM 4105,ESM 4105,Socha (ESM),3.68,14.33,0.33,3
Socha (ESM) ESM 4106,ESM 4106,Socha (ESM),3.54,17.0,0.67,3
Socha (ESM) ESM 5004,ESM 5004,Socha (ESM),3.94,11.2,0.0,5
Socha (GRAD) GRAD 5134,GRAD 5134,Socha (GRAD),4.0,5.0,0.0,1
Sochinski (MUS) MUS 3044,MUS 3044,Sochinski (MUS),3.31,17.0,1.0,1
Sochinski (MUS) MUS 3135,MUS 3135,Sochinski (MUS),2.87,30.0,0.0,1
Sochinski (MUS) MUS 3136,MUS 3136,Sochinski (MUS),2.77,26.0,0.0,1
Sochinski (MUS) MUS 3145,MUS 3145,Sochinski (MUS),3.35,30.0,0.0,1
Sochinski (MUS) MUS 3146,MUS 3146,Sochinski (MUS),3.86,26.0,0.0,1
Sochinski (MUS) MUS 4124,MUS 4124,Sochinski (MUS),3.96,8.0,0.0,1
Soghomonian (PHYS) PHYS 2206,PHYS 2206,Soghomonian (PHYS),3.32,129.22,2.22,9
