instructor_id,last_name,dept,gpa,enrollment,withdraw,past_classes,new_classes
Sewall (PSYC),Sewall,PSYC,3.94,19.0,0.0,1,0
Sexton (HTM),Sexton,HTM,3.42,11.74,0.0,19,0
Seyam (CS),Seyam,CS,3.69,39.91,0.36,11,2
Seyler (BIOL),Seyler,BIOL,3.09,155.18,8.82,22,2
Seyler (BMES),Seyler,BMES,3.97,26.0,0.0,1,0
Seyler (BMSP),Seyler,BMSP,4.0,6.5,0.0,2,0
Seyler (ENT),Seyler,ENT,3.91,5.0,0.0,1,0
Seyler (PHS),Seyler,PHS,4.0,11.0,0.0,1,0
Seymour (GIA),Seymour,GIA,3.83,5.5,0.0,2,0
Seyyedhasani (CSES),Seyyedhasani,CSES,3.86,7.0,0.0,1,0
Sguerri (ITAL),Sguerri,ITAL,3.55,14.42,0.12,43,4
Shadle (ASPT),Shadle,ASPT,4.0,7.0,0.0,1,0
Shadle (HIST),Shadle,HIST,3.77,18.6,0.0,5,0
Shadle (LAHS),Shadle,LAHS,4.0,12.0,0.0,1,0
Shafer (ENGL),Shafer,ENGL,3.46,17.5,0.42,12,2
Shaffer (CS),Shaffer,CS,3.53,56.43,2.57,7,0
Shaffer (PHYS),Shaffer,PHYS,3.41,94.0,1.0,1,0
Shafian (CSES),Shafian,CSES,3.67,9.0,0.0,2,0
Shah (NEUR),Shah,NEUR,3.4,88.86,1.57,7,2
Shahab (ESM),Shahab,ESM,3.34,33.0,0.0,1,0
Shahab (ME),Shahab,ME,3.39,37.78,0.22,9,2
Shajahan (HUM),Shajahan,HUM,3.25,35.0,0.0,1,1
Shajahan (RLCL),Shajahan,RLCL,2.86,14.5,0.0,2,0
Shakiba (CEE),Shakiba,CEE,3.19,34.0,0.12,8,0
Shankar (HD),Shankar,HD,3.65,53.0,0.33,6,0
Shao (ECE),Shao,ECE,3.84,8.0,0.0,3,2
Shao (GEOG),Shao,GEOG,3.88,14.9,0.2,20,2
Shao (NR),Shao,NR,4.0,5.0,0.0,1,0
Shapiro (ITDS),Shapiro,ITDS,3.93,40.0,0.0,1,0
Shapiro (MUS),Shapiro,MUS,3.65,19.94,0.06,16,2
Shaplin (MATH),Shaplin,MATH,2.1,21.57,5.43,7,0
Sharakhov (ENT),Sharakhov,ENT,3.67,5.0,0.0,2,1
Sharma (GRAD),Sharma,GRAD,4.0,41.0,0.0,1,0
Sharma (HTM),Sharma,HTM,3.82,29.0,0.0,4,0
Sharma (IDS),Sharma,IDS,3.67,24.57,0.07,14,0
Sharma (UH),Sharma,UH,4.0,8.0,0.0,1,0
Sharp (ACIS),Sharp,ACIS,3.16,102.15,1.62,66,4
Sharp (PSYC),Sharp,PSYC,3.94,19.0,0.0,1,0
Sharpe (MATH),Sharpe,MATH,2.27,29.5,4.0,2,0
Sharpe (PHYS),Sharpe,PHYS,3.52,20.71,0.0,7,1
Shastry (COS),Shastry,COS,3.46,44.5,0.5,2,0
Shayo (LDRS),Shayo,LDRS,3.88,45.5,0.0,2,0
Shealy (CEE),Shealy,CEE,3.79,18.88,0.0,17,1
Sheely (APSC),Sheely,APSC,3.88,25.5,0.0,2,5
Sheets (MGT),Sheets,MGT,3.96,66.0,0.0,5,3
Sheetz (ACIS),Sheetz,ACIS,3.76,68.95,0.0,20,2
Shelburne (UNIV),Shelburne,UNIV,3.47,19.5,0.0,4,0
Shelton (AFST),Shelton,AFST,2.89,19.5,1.0,2,0
Shelton (HIST),Shelton,HIST,3.44,48.54,0.69,13,1
Shelton (MGT),Shelton,MGT,3.58,38.5,0.0,2,2
Shen (ACIS),Shen,ACIS,3.06,6.78,0.11,9,0
Shen (BIT),Shen,BIT,3.18,55.69,0.75,16,0
Shen (GEOG),Shen,GEOG,3.57,28.0,1.0,1,0
Shen (ISE),Shen,ISE,3.6,18.0,1.0,1,0
Shen (LAR),Shen,LAR,3.75,22.5,0.5,2,0
Shen (MATH),Shen,MATH,2.69,32.79,2.14,29,0
Sheng (TBMH),Sheng,TBMH,3.96,15.0,0.0,1,1
Shepard (PHIL),Shepard,PHIL,3.75,46.11,1.33,9,0
Shepherd (EDCI),Shepherd,EDCI,3.8,13.5,0.0,4,0
Sheppard (BIOL),Sheppard,BIOL,2.8,128.5,1.5,4,0
Sheppard (BMSP),Sheppard,BMSP,4.0,7.0,0.0,1,0
Sherman (ACIS),Sherman,ACIS,3.0,43.5,3.0,2,0
Sherry (CEE),Sherry,CEE,3.24,39.0,1.0,1,0
Shewchuk (ISE),Shewchuk,ISE,3.69,36.3,0.22,37,1
Shi (STAT),Shi,STAT,3.9,55.0,0.0,1,0
Shih (ENGE),Shih,ENGE,3.43,32.5,0.5,2,0
Shimozono (MATH),Shimozono,MATH,3.3,10.31,1.0,13,1
Shin (FMD),Shin,FMD,3.46,25.33,0.07,15,1
Shin (HTM),Shin,HTM,3.75,30.57,0.14,7,2
Shinault (ADV),Shinault,ADV,3.29,20.0,0.0,1,0
Shinault (CMST),Shinault,CMST,3.22,34.86,0.43,7,0
Shinault (COMM),Shinault,COMM,3.16,28.71,0.14,14,0
Shinault (PR),Shinault,PR,3.17,34.65,0.1,20,0
Shinpaugh (AOE),Shinpaugh,AOE,3.77,46.0,0.03,29,3
Shirzaei (GEOS),Shirzaei,GEOS,3.7,29.4,0.0,5,1
Shivers (HD),Shivers,HD,3.83,52.56,0.33,18,0
Shivers (PSYC),Shivers,PSYC,4.0,5.0,0.0,1,0
Shoemaker (CRIM),Shoemaker,CRIM,3.24,30.5,1.5,2,0
Shoemaker (PHYS),Shoemaker,PHYS,3.73,40.29,0.14,7,1
Shoemaker (SOC),Shoemaker,SOC,3.23,16.0,2.0,1,0
Shojaei kol kachi (BC),Shojaei kol kachi,BC,3.58,33.83,0.0,6,4
Shoop (CMST),Shoop,CMST,3.74,41.0,0.5,2,0
Shoop (COMM),Shoop,COMM,3.36,13.0,0.0,1,0
Shoop (MKTG),Shoop,MKTG,3.9,65.0,0.0,9,0
Shoop (PR),Shoop,PR,3.53,15.8,0.0,5,0
Short (EDHE),Short,EDHE,3.83,15.0,0.0,1,0
Shortt (ACIS),Shortt,ACIS,3.3,21.38,0.28,60,9
Showalter (FIN),Showalter,FIN,3.07,111.33,1.46,24,3
Shryock (FR),Shryock,FR,3.54,14.64,0.18,11,4
Shuai (SBIO),Shuai,SBIO,3.33,6.0,0.0,1,0
Shugars (ARCH),Shugars,ARCH,3.47,11.83,0.0,6,0
Shumsky (HIST),Shumsky,HIST,3.18,15.5,1.5,2,0
Shushok (EDHE),Shushok,EDHE,3.68,16.0,0.0,1,0
Sibdari (CS),Sibdari,CS,3.6,10.0,0.0,1,0
Sible (UNIV),Sible,UNIV,3.62,49.0,0.0,2,0
Sierra (SPAN),Sierra,SPAN,3.72,18.58,0.0,19,2
Sikora (CS),Sikora,CS,3.32,17.5,1.25,4,1
Silber (MATH),Silber,MATH,3.23,19.94,1.97,35,0
Silknetter (UNIV),Silknetter,UNIV,3.8,25.57,0.14,7,0
Silverman (HNFE),Silverman,HNFE,3.68,22.33,0.33,3,0
Silverman (PHS),Silverman,PHS,3.59,49.33,0.33,3,0
Silvers (ART),Silvers,ART,3.47,18.0,0.0,1,0
Sim (ART),Sim,ART,3.58,16.31,0.19,16,0
Simmerman (JPN),Simmerman,JPN,3.6,17.27,0.0,11,4
Simmons (PSVP),Simmons,PSVP,3.29,47.31,0.85,13,0
Simmons (SOC),Simmons,SOC,3.34,55.96,1.25,28,4
Simonds (NEUR),Simonds,NEUR,3.99,24.83,0.0,6,1
Simonds (PSYC),Simonds,PSYC,4.0,8.0,0.0,1,0
Simonetti (PHYS),Simonetti,PHYS,3.7,24.77,0.19,91,10
Simonetti (PSYC),Simonetti,PSYC,4.0,7.0,0.0,1,0
Simons (ENGL),Simons,ENGL,3.07,16.9,0.2,10,0
Simpson (ACIS),Simpson,ACIS,3.8,5.0,0.0,1,0
Simpson (BIT),Simpson,BIT,3.68,33.67,1.0,3,5
Simpson (CS),Simpson,CS,3.88,19.0,1.0,1,0
Simpson (HD),Simpson,HD,3.51,33.0,1.0,1,0
Simpson (MGT),Simpson,MGT,3.41,27.75,0.05,20,4
Simpson (PSCI),Simpson,PSCI,3.5,27.0,1.0,1,0
Simundza (BIT),Simundza,BIT,3.07,120.65,4.45,20,3
Simundza (UH),Simundza,UH,3.96,10.5,0.0,2,0
Sinani (MATH),Sinani,MATH,2.0,34.0,9.0,2,0
Singal (FIN),Singal,FIN,3.54,10.0,0.0,1,0
Singal (HTM),Singal,HTM,2.96,49.81,0.94,16,0
Singal (MGT),Singal,MGT,2.77,49.17,2.5,6,0
Singer (HD),Singer,HD,3.76,47.0,1.0,1,0
Singh (AFST),Singh,AFST,3.13,11.0,1.0,3,0
Singh (ASPT),Singh,ASPT,3.95,9.5,0.0,2,0
Singh (CEE),Singh,CEE,3.35,24.0,0.0,1,0
Singh (HUM),Singh,HUM,3.48,11.0,0.0,1,0
Singh (MATH),Singh,MATH,2.64,29.25,2.5,4,0
Singh (RLCL),Singh,RLCL,3.22,7.5,0.0,4,0
Singh (SOC),Singh,SOC,3.4,10.0,1.0,1,0
Singh (WGS),Singh,WGS,3.32,9.5,0.0,2,0
Sinha (BC),Sinha,BC,3.61,12.0,0.0,1,0
Sinha (CEE),Sinha,CEE,3.73,28.33,0.0,12,1
Sink (ISE),Sink,ISE,3.84,13.25,0.75,4,0
Sinno (ARBC),Sinno,ARBC,3.65,11.56,0.31,16,1
Sirgy (MKTG),Sirgy,MKTG,3.64,27.17,0.0,6,0
Skaggs (EDRE),Skaggs,EDRE,3.97,8.29,0.0,7,0
Skarzynski (CS),Skarzynski,CS,3.96,63.0,0.0,4,0
Skarzynski (STAT),Skarzynski,STAT,3.98,15.5,0.0,2,0
Skelly (TA),Skelly,TA,4.0,12.0,0.0,1,0
Skelton (JUD),Skelton,JUD,3.71,8.0,0.0,1,0
Skelton (RLCL),Skelton,RLCL,3.7,19.67,0.0,3,0
Skidmore (MUS),Skidmore,MUS,3.22,7.0,0.0,2,0
Skiles (HIST),Skiles,HIST,3.06,31.0,0.5,8,1
Skinner (ENGL),Skinner,ENGL,3.36,30.0,1.0,4,0
Skripak (MGT),Skripak,MGT,3.03,51.73,0.67,15,0
Skuzinski (UAP),Skuzinski,UAP,3.88,26.4,0.1,10,0
Slade (BCHM),Slade,BCHM,3.47,26.33,0.67,6,1
Slagel (MGT),Slagel,MGT,3.22,57.75,0.0,4,4
Slifko (STAT),Slifko,STAT,3.64,22.0,0.33,3,0
Slivkin (GEOG),Slivkin,GEOG,3.57,28.0,1.0,1,0
Slivkin (RUS),Slivkin,RUS,3.16,9.75,0.55,20,2
Slough (HIST),Slough,HIST,3.83,36.8,0.0,5,0
Smalls Brown (COMM),Smalls Brown,COMM,3.57,19.5,0.0,6,4
Smith (ACIS),Smith,ACIS,3.16,20.67,0.0,3,0
Smith (ALS),Smith,ALS,3.45,11.75,0.0,4,1
Smith (CEE),Smith,CEE,2.31,62.29,0.71,7,1
Smith (CEM),Smith,CEM,2.52,33.86,0.14,7,2
Smith (COMM),Smith,COMM,3.42,22.0,0.0,5,0
Smith (ECE),Smith,ECE,3.36,31.5,0.0,6,2
Smith (ECON),Smith,ECON,3.46,13.29,0.21,14,1
Smith (EDHE),Smith,EDHE,3.95,14.0,0.0,1,0
Smith (ENGE),Smith,ENGE,3.78,19.5,0.5,2,0
Smith (ENGL),Smith,ENGL,3.71,14.74,0.04,23,0
Smith (HD),Smith,HD,3.96,9.35,0.12,17,2
Smith (HNFE),Smith,HNFE,3.84,63.78,0.33,9,0
Smith (ME),Smith,ME,3.18,26.5,3.5,2,0
Smith (PAPA),Smith,PAPA,3.83,7.33,0.0,3,1
Smith (PHS),Smith,PHS,3.88,456.5,1.85,20,2
Smith (PHYS),Smith,PHYS,3.41,94.0,1.0,1,0
Smith (PR),Smith,PR,3.44,18.07,0.07,15,2
Smith (PSCI),Smith,PSCI,4.0,5.0,0.0,1,0
Smith (PSYC),Smith,PSYC,3.99,11.6,0.0,5,0
Smith (STAT),Smith,STAT,3.29,21.2,0.5,10,0
Smith (UAP),Smith,UAP,3.94,16.0,0.0,1,0
Smith (UH),Smith,UH,3.73,5.0,0.0,2,0
Smith (UNIV),Smith,UNIV,3.1,20.5,0.0,2,1
Smith-Gispert (HTM),Smith-Gispert,HTM,3.37,11.0,0.0,1,0
Smith-Glaviana (FMD),Smith-Glaviana,FMD,3.79,31.36,0.0,11,2
Smithee (HD),Smithee,HD,3.58,64.33,2.0,3,0
Smucker (MATH),Smucker,MATH,2.5,27.5,7.0,2,0
Smyth (TBMH),Smyth,TBMH,3.39,5.33,0.0,3,0
Snead (EDCO),Snead,EDCO,4.0,21.0,0.0,1,0
Snegovaya (PHIL),Snegovaya,PHIL,3.75,13.0,0.0,1,0
Snegovaya (PSCI),Snegovaya,PSCI,3.46,12.8,1.0,5,0
Snook (ARCH),Snook,ARCH,3.62,9.0,0.0,2,0
Snyder (ALS),Snyder,ALS,3.9,31.5,0.0,2,1
Snyder (EDEL),Snyder,EDEL,4.0,8.5,0.0,2,0
Snyder (ENGL),Snyder,ENGL,3.43,17.58,0.39,31,4
Soares Souza de Souza (HUM),Soares Souza de Souza,HUM,3.49,21.67,0.5,6,1
Sobrado (BCHM),Sobrado,BCHM,3.42,64.5,0.25,4,0
Sobrado (BMES),Sobrado,BMES,3.97,26.0,0.0,1,0
Sobrado (SPAN),Sobrado,SPAN,3.79,18.85,0.11,27,4
Socha (ESM),Socha,ESM,3.74,14.5,0.3,10,3
Socha (GRAD),Socha,GRAD,4.0,5.0,0.0,1,0
Sochinski (MUS),Sochinski,MUS,3.35,22.83,0.17,6,0
Soghomonian (PHYS),Soghomonian,PHYS,3.51,99.27,1.18,11,1
Soghomonian (PSYC),Soghomonian,PSYC,4.0,6.0,0.0,1,0
Sokhey (ARBC),Sokhey,ARBC,3.72,11.11,0.22,9,0
Soledad (ENGE),Soledad,ENGE,3.65,70.33,0.67,6,2
Son (ME),Son,ME,3.27,38.6,0.7,10,2
Song (AOE),Song,AOE,2.68,83.5,4.5,2,0
Song (ECON),Song,ECON,3.27,38.5,0.0,2,0
Sontheimer (NEUR),Sontheimer,NEUR,3.85,60.78,0.0,9,0
Sontheimer (PHS),Sontheimer,PHS,4.0,11.0,0.0,1,0
Sorber (RLCL),Sorber,RLCL,3.47,28.5,0.25,4,0
Sorice (FREC),Sorice,FREC,3.5,52.9,0.1,10,2
Sorice (GEOG),Sorice,GEOG,2.99,30.0,1.0,1,0
Soulard (HTM),Soulard,HTM,3.97,34.0,0.0,3,0
Southward (AOE),Southward,AOE,3.74,7.88,0.0,8,2
Southward (ECE),Southward,ECE,3.52,14.21,0.07,14,2
Southward (ME),Southward,ME,3.77,22.0,0.08,13,2
Sovine (MATH),Sovine,MATH,2.53,29.4,3.6,5,0
Sowder (CMST),Sowder,CMST,4.0,6.0,0.0,5,2
Sowder (COMM),Sowder,COMM,3.54,27.31,0.0,35,2
Sowle (CS),Sowle,CS,2.88,39.0,3.0,1,0
Soysal (ECE),Soysal,ECE,3.0,43.67,1.33,3,2
Soysal (UH),Soysal,UH,3.86,10.13,0.0,15,0
Spaar (ART),Spaar,ART,2.94,265.0,12.12,8,2
Spaar (GEOG),Spaar,GEOG,3.57,28.0,1.0,1,0
Spadine (MS),Spadine,MS,3.97,32.0,0.0,6,4
Spanos (AAEC),Spanos,AAEC,3.55,8.33,0.0,3,0
Spanos (ECON),Spanos,ECON,3.63,9.29,0.0,7,2
Sparkman (SOC),Sparkman,SOC,3.74,137.33,0.33,3,0
Spicer (AAEC),Spicer,AAEC,3.17,64.0,0.0,1,0
Spicer (FIN),Spicer,FIN,2.95,23.29,0.51,35,3
Spiller (COMM),Spiller,COMM,3.24,17.0,0.5,2,0
Spivey (AFST),Spivey,AFST,3.55,74.0,6.0,1,1
Sponenberg (BMVS),Sponenberg,BMVS,4.0,5.0,0.0,1,0
Spoon (ECON),Spoon,ECON,3.47,50.0,0.0,1,0
Spotila (GEOS),Spotila,GEOS,3.59,78.67,1.42,12,3
Sproviero (REAL),Sproviero,REAL,3.76,26.0,0.0,1,0
Sridhar (BSE),Sridhar,BSE,3.54,11.67,1.0,3,2
Srinivasan (AOE),Srinivasan,AOE,3.63,6.56,0.0,9,0
Srinivasan (ISE),Srinivasan,ISE,3.38,12.5,0.0,4,0
StClair (MATH),StClair,MATH,2.66,38.04,1.96,26,0
StClair (PHYS),StClair,PHYS,3.41,94.0,1.0,1,0
Staley (MSE),Staley,MSE,3.15,30.29,0.54,41,6
Staley (TA),Staley,TA,3.52,13.17,0.11,18,1
Stallings (CMST),Stallings,CMST,3.17,25.27,0.36,11,0
Stallings (COMM),Stallings,COMM,3.25,27.7,0.2,20,0
Stallkamp (HTM),Stallkamp,HTM,3.18,32.86,0.14,7,0
Stallkamp (MGT),Stallkamp,MGT,3.27,62.6,0.2,15,0
Stallkamp (PSYC),Stallkamp,PSYC,4.0,11.0,0.0,1,0
Stamm (ARCH),Stamm,ARCH,3.96,9.0,0.0,2,2
Stamm (EDP),Stamm,EDP,3.9,10.0,0.0,5,0
Stamm (HIST),Stamm,HIST,3.73,19.0,0.0,3,0
Stamm (PSCI),Stamm,PSCI,3.64,36.5,1.0,2,0
Stamm (SOC),Stamm,SOC,3.81,11.67,0.0,3,0
Stamm (STS),Stamm,STS,3.65,14.67,0.0,3,0
Stamps (GEOS),Stamps,GEOS,3.79,54.09,0.18,11,2
Standley (ART),Standley,ART,3.78,14.95,0.2,20,3
Stanton (PSYC),Stanton,PSYC,3.88,54.25,0.0,4,0
Staples (AOE),Staples,AOE,3.87,13.81,0.12,16,0
Staples (BMES),Staples,BMES,3.98,7.0,0.5,2,1
Staples (ESM),Staples,ESM,3.88,17.22,0.11,18,3
Stark (CEE),Stark,CEE,3.75,20.86,0.14,7,0
Stauffer (FIW),Stauffer,FIW,3.19,26.58,0.21,19,0
Stauffer (GEOG),Stauffer,GEOG,2.99,30.0,1.0,1,0
Stauffer (NR),Stauffer,NR,3.4,15.0,0.0,4,0
Stauffer (RUS),Stauffer,RUS,3.82,18.8,0.0,5,3
Stavrou (CS),Stavrou,CS,3.74,21.5,0.0,2,0
Stavrou (ECE),Stavrou,ECE,3.58,28.2,0.4,5,0
Steele (CSES),Steele,CSES,3.3,13.7,0.0,20,0
Steele (ENSC),Steele,ENSC,3.43,51.4,0.3,10,6
Steer (CLA),Steer,CLA,3.28,38.1,0.95,21,2
Steer (ENGL),Steer,ENGL,3.12,18.67,0.67,9,2
Steer (LAT),Steer,LAT,3.51,10.67,0.11,18,2
Steer (RLCL),Steer,RLCL,3.33,11.5,0.17,12,2
Stein (ACIS),Stein,ACIS,3.66,19.5,0.0,12,0
Stein (TA),Stein,TA,3.78,7.27,0.08,26,0
Steiner (MATH),Steiner,MATH,2.64,27.23,0.87,30,0
Steiner (PHYS),Steiner,PHYS,3.41,94.0,1.0,1,0
Steiner (STL),Steiner,STL,3.86,21.84,0.0,19,2
Steinert Borella (UH),Steinert Borella,UH,4.0,29.0,0.0,1,1
Steinhauer (HIST),Steinhauer,HIST,3.72,29.0,0.0,2,1
Steinhauer (SOC),Steinhauer,SOC,3.66,13.5,0.0,2,1
Steketee (HNFE),Steketee,HNFE,3.57,84.83,1.0,6,1
Stephens (HIST),Stephens,HIST,3.54,44.56,0.38,16,0
Stephens (PSYC),Stephens,PSYC,3.56,30.11,0.79,19,1
Stephenson (AAEC),Stephenson,AAEC,2.87,82.0,2.44,9,2
Stephenson (SPIA),Stephenson,SPIA,3.47,10.0,0.0,6,2
Stephenson (UAP),Stephenson,UAP,3.71,22.71,0.0,7,0
Stern (FREC),Stern,FREC,3.34,18.22,0.33,9,2
Stern (GRAD),Stern,GRAD,4.0,18.0,0.0,1,0
Stern (NR),Stern,NR,3.69,14.25,0.0,4,0
Sterne (AOE),Sterne,AOE,3.81,16.0,1.0,1,0
Stevens (BIOL),Stevens,BIOL,3.16,36.5,2.42,12,2
Stevens (CS),Stevens,CS,3.19,69.1,2.3,10,0
Stevens (MUS),Stevens,MUS,3.98,7.17,0.0,6,0
Stevens (PHYS),Stevens,PHYS,3.41,94.0,1.0,1,0
Stewart (AAEC),Stewart,AAEC,3.67,25.75,0.0,12,3
Stewart (ALS),Stewart,ALS,3.74,32.67,0.0,3,0
Stewart (CSES),Stewart,CSES,3.29,14.67,0.33,9,1
Stewart (EDCI),Stewart,EDCI,3.94,11.0,0.0,12,2
Stewart (ENSC),Stewart,ENSC,3.28,17.5,0.12,8,0
Stewart (FST),Stewart,FST,3.59,32.0,1.11,9,1
Stewart (HNFE),Stewart,HNFE,3.75,42.17,0.0,6,0
Stewart (HORT),Stewart,HORT,3.42,20.0,0.5,4,1
Stiles (GEOG),Stiles,GEOG,3.56,16.55,0.4,20,2
Stiles (IS),Stiles,IS,3.56,23.78,0.17,18,1
Stiles (PSCI),Stiles,PSCI,3.54,19.37,0.21,19,1
Stilley (CRIM),Stilley,CRIM,3.68,40.0,0.0,1,0
Stilley (HD),Stilley,HD,3.2,5.0,0.0,1,2
Stilley (SOC),Stilley,SOC,3.34,39.87,0.87,15,4
Stilwell (AOE),Stilwell,AOE,3.83,6.0,0.0,1,0
Stilwell (ECE),Stilwell,ECE,3.69,12.0,0.0,1,0
Stilwell (ME),Stilwell,ME,4.0,5.0,0.0,1,0
Stinson (COMM),Stinson,COMM,3.62,44.06,0.17,36,2
Stivachtis (IS),Stivachtis,IS,3.49,30.71,0.42,24,2
Stivachtis (PSCI),Stivachtis,PSCI,3.4,16.78,0.43,23,3
Stocker (GEOS),Stocker,GEOS,3.13,46.44,1.56,9,0
Stocker (PSYC),Stocker,PSYC,4.0,11.0,0.0,1,0
Stoddard (MN),Stoddard,MN,3.49,39.5,0.0,4,0
Stolte (CEE),Stolte,CEE,3.32,30.0,0.5,4,0
Stottler (PHYS),Stottler,PHYS,3.32,103.0,2.0,1,0
Stoudt (GER),Stoudt,GER,3.02,8.0,0.43,7,1
Stout (ENGL),Stout,ENGL,3.78,19.33,0.33,3,1
Strahm (FREC),Strahm,FREC,3.56,104.42,0.5,12,2
Strahm (LDRS),Strahm,LDRS,4.0,5.0,0.0,1,0
Strawn (FST),Strawn,FST,3.9,20.0,0.0,1,1
Streeter (DASC),Streeter,DASC,4.0,7.0,0.0,1,0
Streeter (SOC),Streeter,SOC,3.56,36.67,0.0,3,0
Stremler (ESM),Stremler,ESM,3.38,18.55,0.05,22,0
Strom (CEE),Strom,CEE,3.68,9.88,0.12,16,1
Strozier (AFST),Strozier,AFST,3.62,24.75,0.0,4,0
Strozier (SOC),Strozier,SOC,3.64,54.0,0.0,2,0
Strozier (WGS),Strozier,WGS,3.86,45.0,1.5,2,0
Strube (MATH),Strube,MATH,2.22,27.5,5.75,4,0
Stuart (RUS),Stuart,RUS,3.45,16.0,0.67,3,0
Stubberfield (IS),Stubberfield,IS,3.68,30.75,0.25,4,0
Stubberfield (PHIL),Stubberfield,PHIL,3.98,34.0,0.0,3,0
Stubberfield (PSCI),Stubberfield,PSCI,3.81,21.4,0.4,10,0
Stubberfield (UAP),Stubberfield,UAP,3.89,14.83,0.67,6,0
Sturdifen (MGT),Sturdifen,MGT,3.83,99.0,0.0,1,0
Sturdivant (PSYC),Sturdivant,PSYC,3.59,53.33,0.0,6,0
Sturgill (MUS),Sturgill,MUS,3.97,23.0,0.15,13,0
Sturgill (PSYC),Sturgill,PSYC,4.0,11.0,0.0,1,0
Subedi (MATH),Subedi,MATH,2.58,26.67,0.0,3,0
Subhas (CS),Subhas,CS,3.81,25.5,0.5,2,0
Sublett (GEOS),Sublett,GEOS,3.18,47.33,1.0,3,0
Suchicital (MSE),Suchicital,MSE,3.5,11.11,0.0,28,0
Sud (PHIL),Sud,PHIL,3.2,30.0,0.5,2,2
Sudweeks (BIT),Sudweeks,BIT,3.22,103.25,5.38,8,4
Sui (UH),Sui,UH,3.88,11.0,1.0,1,0
Sukhee (ECON),Sukhee,ECON,3.32,49.0,0.0,1,0
Sullivan (ARCH),Sullivan,ARCH,3.84,14.53,0.11,19,2
Sullivan (ART),Sullivan,ART,3.84,6.0,0.0,2,0
Sullivan (BMES),Sullivan,BMES,3.97,26.0,0.0,1,0
Sullivan (CS),Sullivan,CS,3.02,83.33,9.78,9,2
Sullivan (EDEL),Sullivan,EDEL,3.93,14.0,0.0,1,0
Sullivan (ENGL),Sullivan,ENGL,3.5,19.5,0.5,2,0
Sullivan (IDS),Sullivan,IDS,3.73,18.68,0.06,31,3
Sullivan (MATH),Sullivan,MATH,2.54,23.12,3.59,17,0
Sullivan (PSCI),Sullivan,PSCI,2.84,24.0,0.0,1,0
Sultan (AOE),Sultan,AOE,3.66,20.11,0.0,9,3
Sultan (ECE),Sultan,ECE,3.77,5.67,0.0,3,0
Sultan (ME),Sultan,ME,3.75,11.8,0.0,5,0
Summers (MATH),Summers,MATH,2.52,21.6,3.0,5,0
Sumnall (FREC),Sumnall,FREC,2.79,9.0,0.0,1,0
Sumner (ALS),Sumner,ALS,3.78,126.58,0.58,12,2
Sumner (CSES),Sumner,CSES,3.62,6.0,0.0,1,0
Sun (BCHM),Sun,BCHM,4.0,6.0,0.0,1,0
Sun (BSE),Sun,BSE,3.65,13.5,0.5,2,1
Sun (MATH),Sun,MATH,3.45,13.95,0.71,21,3
Sunderman (LDRS),Sunderman,LDRS,3.76,13.0,0.0,2,2
Sundie (MKTG),Sundie,MKTG,3.56,32.5,0.0,4,0
Sunshine (STAT),Sunshine,STAT,3.4,47.33,1.0,3,0
Suong (BIT),Suong,BIT,3.68,18.29,0.57,7,1
Suong (CS),Suong,CS,3.63,18.57,0.71,7,1
Suong (IS),Suong,IS,3.55,17.0,0.0,1,1
Suong (PSCI),Suong,PSCI,3.78,18.56,0.11,9,2
Surmanek (TA),Surmanek,TA,3.73,17.33,0.33,3,0
Surprenant (GRAD),Surprenant,GRAD,4.0,19.71,0.0,7,2
Sutphin (EDCT),Sutphin,EDCT,4.0,5.5,0.0,2,0
Swanson (PSYC),Swanson,PSYC,3.9,14.5,0.33,6,0
Swarup (SPIA),Swarup,SPIA,3.63,19.67,0.0,3,0
Swayne (MKTG),Swayne,MKTG,3.76,150.0,0.33,18,0
Swedberg (REAL),Swedberg,REAL,2.26,21.0,1.0,1,0
Swenson (ENGL),Swenson,ENGL,3.74,31.67,0.11,18,0
Swenson (PSYC),Swenson,PSYC,4.0,8.0,0.0,1,0
Syvertsen (ARCH),Syvertsen,ARCH,3.8,11.12,0.0,8,1
Szczurek (IS),Szczurek,IS,3.47,18.75,0.0,4,0
Szczurek (PSCI),Szczurek,PSCI,3.47,22.0,0.0,4,0
Szoke (AOE),Szoke,AOE,3.24,14.0,0.0,2,0
Ta (AAEC),Ta,AAEC,3.99,7.67,0.0,3,1
Ta (ECON),Ta,ECON,4.0,8.0,0.0,2,0
Taaffe (ISE),Taaffe,ISE,3.36,79.25,1.67,12,0
Taaffe (STAT),Taaffe,STAT,3.53,45.0,0.5,2,0
Tacey (UAP),Tacey,UAP,3.88,9.67,0.0,3,0
Tafti (ME),Tafti,ME,2.99,101.5,0.43,14,3
Taggart (ARBC),Taggart,ARBC,3.83,25.1,0.15,20,3
Taheri (ME),Taheri,ME,3.72,41.22,0.78,9,0
Tahmasian (ESM),Tahmasian,ESM,2.62,55.21,6.39,28,1
Takeuchi (PHYS),Takeuchi,PHYS,3.78,10.29,0.0,7,1
Talley (NR),Talley,NR,3.97,28.4,0.0,5,0
Tallon Galdeano (MSE),Tallon Galdeano,MSE,3.55,22.0,0.11,9,2
Talty (ECE),Talty,ECE,3.58,21.75,0.0,12,3
Tamim (APSC),Tamim,APSC,3.19,81.31,0.92,13,0
Tamul (COMM),Tamul,COMM,3.05,16.86,0.29,7,0
