instructor_id,last_name,dept,gpa,enrollment,withdraw,past_classes,new_classes
Tan (ACIS),Tan,ACIS,3.23,27.67,0.44,9,0
Tandiya (ENGE),Tandiya,ENGE,3.56,32.0,1.0,2,0
Tankersley (PSYC),Tankersley,PSYC,3.75,51.5,0.5,4,0
Tanko (CHEM),Tanko,CHEM,3.28,14.38,0.12,24,1
Tantihkarnchana (ECON),Tantihkarnchana,ECON,2.81,235.8,7.8,5,3
Tao (NANO),Tao,NANO,3.86,13.0,0.0,2,0
Tao (PHYS),Tao,PHYS,3.36,11.5,0.0,2,0
Tarazaga (ME),Tarazaga,ME,3.26,42.5,0.5,2,0
Tarrh (MATH),Tarrh,MATH,2.17,23.5,12.0,2,0
Tasooji (CS),Tasooji,CS,3.72,67.0,2.0,1,0
Tatar (CS),Tatar,CS,3.44,20.5,0.5,4,0
Tate (BMES),Tate,BMES,3.92,28.0,0.0,2,3
Tate (MGT),Tate,MGT,3.99,22.0,0.0,1,0
Tate (UAP),Tate,UAP,3.96,13.0,0.0,2,0
Tauber (PHYS),Tauber,PHYS,2.77,21.25,0.75,8,1
Tausif (CS),Tausif,CS,3.78,122.0,1.0,1,0
Tavera (GEOG),Tavera,GEOG,3.57,28.0,1.0,1,0
Tavera (STAT),Tavera,STAT,3.44,77.3,0.95,40,4
Taylor (AINS),Taylor,AINS,3.46,19.5,0.5,2,1
Taylor (BIT),Taylor,BIT,3.14,53.87,3.07,15,0
Taylor (EDCI),Taylor,EDCI,3.96,14.5,0.0,4,2
Taylor (ENGL),Taylor,ENGL,3.38,17.11,0.31,36,4
Taylor (ENT),Taylor,ENT,4.0,6.0,0.0,1,0
Taylor (HIST),Taylor,HIST,3.67,21.77,0.23,13,0
Taylor (HORT),Taylor,HORT,3.31,12.5,0.0,2,0
Taylor (PSYC),Taylor,PSYC,3.71,34.88,0.25,8,0
Taylor-Williamson (ITDS),Taylor-Williamson,ITDS,3.88,43.0,0.0,1,0
Tchantouridze (PSCI),Tchantouridze,PSCI,3.34,10.0,0.0,2,0
Teaster (HD),Teaster,HD,3.95,11.5,0.0,2,1
Teaster (LAHS),Teaster,LAHS,3.92,8.0,0.0,1,0
Tedesco (COMM),Tedesco,COMM,3.34,28.78,0.33,9,0
Tedesco (PR),Tedesco,PR,3.76,22.71,0.0,7,0
Teets (BIT),Teets,BIT,3.6,68.9,0.55,29,3
Tegarden (BIT),Tegarden,BIT,3.09,47.25,0.55,20,2
Tegarden (MGT),Tegarden,MGT,3.34,50.0,0.0,2,0
Tegge (TBMH),Tegge,TBMH,3.54,13.0,0.0,1,0
Tellez Parrales (FIN),Tellez Parrales,FIN,3.11,31.0,0.5,6,0
Teo (CHN),Teo,CHN,3.91,20.56,0.0,18,2
Tepper (GEOG),Tepper,GEOG,3.77,5.0,0.0,2,0
Tepper (IS),Tepper,IS,3.55,25.78,0.11,9,0
Tepper (PSCI),Tepper,PSCI,3.58,15.5,0.25,4,0
Terazawa (ENGL),Terazawa,ENGL,3.92,18.6,0.0,5,3
Terazawa (SYSB),Terazawa,SYSB,3.3,9.0,0.0,1,0
Terrell (STAT),Terrell,STAT,2.86,67.07,3.6,30,1
Teulon (FR),Teulon,FR,3.44,15.75,0.0,4,0
Tew (ARCH),Tew,ARCH,3.56,469.56,6.11,9,1
Tew (GEOG),Tew,GEOG,3.52,32.0,0.5,4,0
Tew (ITDS),Tew,ITDS,3.68,2828.56,44.78,9,1
Tew (NR),Tew,NR,3.78,10.0,0.0,2,0
Tew (PSYC),Tew,PSYC,4.0,9.5,0.0,2,0
Tew (SPIA),Tew,SPIA,3.56,96.25,2.0,4,1
Thabet (BC),Thabet,BC,3.32,39.56,0.06,18,2
Thangjitham (AOE),Thangjitham,AOE,3.48,16.0,0.0,1,0
Thangjitham (ESM),Thangjitham,ESM,2.95,14.91,3.64,11,0
Thapa (CINE),Thapa,CINE,2.83,111.67,2.33,3,0
Theresa (UAP),Theresa,UAP,3.74,23.43,0.43,7,0
Theus (BMVS),Theus,BMVS,3.9,8.5,0.0,2,0
Theus (TBMH),Theus,TBMH,3.74,10.33,0.0,3,0
Thill (FR),Thill,FR,3.52,16.0,0.0,1,0
Thill (GER),Thill,GER,3.26,10.23,0.5,22,2
Tholl (BIOL),Tholl,BIOL,3.45,28.12,0.25,8,2
Tholl (HORT),Tholl,HORT,3.12,15.0,0.0,5,0
Thomas (ARCH),Thomas,ARCH,3.64,19.5,0.0,2,0
Thomas (COMM),Thomas,COMM,3.3,18.88,0.25,8,4
Thomas (CS),Thomas,CS,3.9,16.0,0.0,1,1
Thomas (ENGL),Thomas,ENGL,3.14,16.0,0.0,4,0
Thomas (FREC),Thomas,FREC,3.53,24.64,0.36,14,4
Thomas (GEOG),Thomas,GEOG,3.24,11.42,0.25,12,2
Thomas (HD),Thomas,HD,3.84,44.0,0.0,2,0
Thomas (IS),Thomas,IS,3.34,94.32,1.77,22,3
Thomas (LAR),Thomas,LAR,3.34,20.0,0.0,5,2
Thomas (MUS),Thomas,MUS,4.0,5.0,0.0,1,1
Thomas (PSCI),Thomas,PSCI,3.61,47.95,0.71,41,4
Thomas (UNIV),Thomas,UNIV,3.79,19.75,0.0,4,0
Thompson (ALS),Thompson,ALS,3.49,7.5,0.0,2,0
Thompson (ARCH),Thompson,ARCH,3.75,10.44,0.0,18,0
Thompson (BSE),Thompson,BSE,3.51,21.58,0.5,12,1
Thompson (EDCI),Thompson,EDCI,3.99,28.5,0.0,2,2
Thompson (ENGL),Thompson,ENGL,3.52,16.71,0.0,14,1
Thompson (GEOG),Thompson,GEOG,2.87,31.0,0.0,1,0
Thompson (HIST),Thompson,HIST,3.86,13.0,0.0,2,0
Thompson (MATH),Thompson,MATH,2.51,56.35,6.01,74,1
Thompson (MGT),Thompson,MGT,3.6,115.53,1.2,15,0
Thompson (NEUR),Thompson,NEUR,3.54,56.6,0.3,10,1
Thompson (PHYS),Thompson,PHYS,3.41,94.0,1.0,1,0
Thompson (SOC),Thompson,SOC,3.92,8.0,1.0,1,0
Thompson (STS),Thompson,STS,3.95,11.0,0.0,1,0
Thompson (UAP),Thompson,UAP,4.0,5.0,0.0,1,0
Thornton (CHEM),Thornton,CHEM,3.1,41.0,2.0,1,0
Thorp (HIST),Thorp,HIST,2.66,28.2,1.5,10,2
Thorp (LAHS),Thorp,LAHS,3.52,20.75,0.5,4,0
Thorpe (ALS),Thorpe,ALS,3.77,49.5,0.0,4,0
Thorpe (BCHM),Thorpe,BCHM,3.02,58.75,0.75,4,0
Thorsett (MUS),Thorsett,MUS,3.73,15.33,0.08,12,0
Thweatt (ECE),Thweatt,ECE,2.84,52.95,4.9,21,2
Tian (ME),Tian,ME,4.0,7.0,0.0,1,0
Tian (NANO),Tian,NANO,3.54,14.0,0.0,12,1
Tibau Benitez (CS),Tibau Benitez,CS,2.95,35.0,1.0,1,0
Tideman (ECON),Tideman,ECON,3.0,16.56,0.56,16,1
Tignor (CEE),Tignor,CEE,3.3,8.0,0.0,1,0
Tilashalski (ISE),Tilashalski,ISE,3.59,109.5,0.0,2,0
Tilevich (CS),Tilevich,CS,3.44,60.91,2.18,11,0
Tiller (ENGL),Tiller,ENGL,3.1,15.25,0.75,4,0
Tillett (HD),Tillett,HD,3.53,77.25,0.75,4,0
Tilley (ECE),Tilley,ECE,3.9,41.0,0.0,1,0
Tilley-Lubbs (EDCI),Tilley-Lubbs,EDCI,3.96,7.2,0.0,5,0
Timpano (ENSC),Timpano,ENSC,3.24,112.0,0.0,1,0
Timpano (FIW),Timpano,FIW,3.92,14.0,1.0,1,0
Tiraphatna (MATH),Tiraphatna,MATH,2.4,24.22,6.89,9,0
Tirpak (SPIA),Tirpak,SPIA,3.53,56.0,0.0,1,0
Tissue (CHEM),Tissue,CHEM,3.35,12.21,0.07,14,1
Toal (GIA),Toal,GIA,3.56,7.92,0.0,13,2
Toal (PSCI),Toal,PSCI,2.86,5.0,0.0,1,1
Tobin (TA),Tobin,TA,3.8,16.14,0.0,14,0
Todd (GEOG),Todd,GEOG,3.55,5.67,0.33,3,0
Todd (IS),Todd,IS,3.66,18.75,0.62,8,0
Todd (PSCI),Todd,PSCI,3.57,16.56,0.11,9,0
Tokekar (ECE),Tokekar,ECE,3.66,25.5,0.25,4,0
Tokuhisa (BCHM),Tokuhisa,BCHM,3.01,20.0,0.0,1,0
Tokuhisa (BIOL),Tokuhisa,BIOL,3.29,104.0,1.3,10,1
Tokuhisa (BMSP),Tokuhisa,BMSP,4.0,7.0,0.0,1,0
Tollin (ISC),Tollin,ISC,3.96,33.0,0.0,2,0
Tomer (ARCH),Tomer,ARCH,3.49,26.05,0.2,20,4
Tomer (IDS),Tomer,IDS,4.0,10.0,2.0,1,0
Tomer (ITDS),Tomer,ITDS,3.21,24.0,1.0,1,0
Toney (WGS),Toney,WGS,3.37,33.0,0.0,1,0
Tong (CHE),Tong,CHE,3.61,12.38,0.38,8,1
Topcu (ISE),Topcu,ISE,3.48,7.33,0.67,3,3
Topcu (MATH),Topcu,MATH,2.5,26.58,4.12,24,1
Townsend (MGT),Townsend,MGT,3.78,62.67,0.0,15,2
Tracy (ALS),Tracy,ALS,3.0,24.5,1.0,2,0
Tracy (CSES),Tracy,CSES,2.93,33.9,0.3,10,1
Tracy (GEOS),Tracy,GEOS,3.41,35.0,1.0,1,0
Tracy (SPES),Tracy,SPES,4.0,17.5,0.0,2,0
Tramte (MUS),Tramte,MUS,3.82,24.5,0.5,4,0
Tran (FIN),Tran,FIN,3.18,27.3,0.4,10,3
Tran (FREC),Tran,FREC,3.58,26.25,0.0,4,0
Tran (GEOG),Tran,GEOG,3.55,88.0,2.0,1,0
Trani (CEE),Trani,CEE,3.23,30.67,0.67,12,2
Travers (MGT),Travers,MGT,3.28,50.36,0.18,11,0
Travis (ALCE),Travis,ALCE,3.44,9.0,0.0,1,0
Travis (BIT),Travis,BIT,3.29,65.57,1.3,30,2
Triantis (ISE),Triantis,ISE,3.85,6.43,0.0,7,2
Tripathi (ECE),Tripathi,ECE,3.88,6.0,0.0,1,0
Tripp (EDEL),Tripp,EDEL,4.0,23.0,0.0,1,0
Trogdon (PHIL),Trogdon,PHIL,3.34,23.08,0.23,13,1
Tront (ECE),Tront,ECE,3.01,19.0,2.0,1,0
Trost (ECON),Trost,ECON,2.95,420.82,12.35,17,0
Trost (GEOG),Trost,GEOG,3.28,29.0,1.0,2,0
Trost (HIST),Trost,HIST,4.0,6.0,0.0,1,0
Troya (CHEM),Troya,CHEM,2.83,47.93,3.93,14,1
Truman (MATH),Truman,MATH,2.38,25.0,5.59,37,0
Truscello (ENGL),Truscello,ENGL,3.71,19.74,0.09,34,3
Tryfona (ECE),Tryfona,ECE,3.75,22.5,0.0,6,0
Tsai (HIST),Tsai,HIST,3.68,19.0,0.0,4,0
Tsai (STS),Tsai,STS,3.48,6.33,0.0,3,0
Tsang (ECON),Tsang,ECON,3.34,18.45,0.55,11,1
Tsarouhas (GEOG),Tsarouhas,GEOG,3.24,7.0,0.0,1,0
Tsarouhas (IS),Tsarouhas,IS,3.08,14.0,0.2,5,1
Tsarouhas (PSCI),Tsarouhas,PSCI,3.1,14.33,0.33,6,1
Tseng (MGT),Tseng,MGT,3.79,63.17,0.72,18,4
Tserenjigmid (ECON),Tserenjigmid,ECON,2.96,28.22,0.44,9,0
Tsokodayi (HD),Tsokodayi,HD,3.86,21.0,0.0,2,0
Tsou (HIST),Tsou,HIST,3.45,14.0,0.5,2,1
Tsou (STS),Tsou,STS,3.02,10.0,0.5,2,1
Tsui (ISE),Tsui,ISE,3.74,11.17,0.0,6,0
Tu (BCHM),Tu,BCHM,3.38,19.4,0.2,5,0
Tu (MUS),Tu,MUS,3.35,9.86,0.0,7,0
Tucker (ART),Tucker,ART,3.96,12.27,0.0,11,6
Tucker (BC),Tucker,BC,3.48,33.5,0.0,4,0
Tucker (HTM),Tucker,HTM,3.7,85.5,0.5,4,1
Tucker (ITDS),Tucker,ITDS,3.66,19.27,0.0,26,0
Tucker (RED),Tucker,RED,3.38,13.0,0.0,1,1
Tunc (ISE),Tunc,ISE,3.61,54.43,0.14,7,2
Tural (ITDS),Tural,ITDS,3.44,26.34,0.16,32,3
Turkaslan Bulbul (BC),Turkaslan Bulbul,BC,3.39,27.78,1.72,18,2
Turner (HD),Turner,HD,3.85,5.0,0.0,1,0
Turner (MATH),Turner,MATH,2.84,41.6,1.5,10,0
Turner (MKTG),Turner,MKTG,3.74,42.25,0.25,8,0
Twyman (ENGE),Twyman,ENGE,3.59,67.3,0.52,27,4
Tyhurst (HD),Tyhurst,HD,3.78,45.5,0.0,2,0
Tyson (SYSB),Tyson,SYSB,3.65,16.67,0.0,3,0
Tzavellas (ECON),Tzavellas,ECON,2.46,34.6,3.6,5,1
Ufferman (CMDA),Ufferman,CMDA,2.97,40.0,2.0,9,0
Ufferman (MATH),Ufferman,MATH,3.03,28.1,1.2,10,0
Ullrich (FIN),Ullrich,FIN,3.71,13.83,0.0,6,0
Ulmer (CEE),Ulmer,CEE,3.31,22.0,0.0,1,0
Ulrich (EDCI),Ulrich,EDCI,3.83,9.0,0.2,5,0
Umstead (ART),Umstead,ART,3.95,13.6,0.0,5,0
Underwood (UNIV),Underwood,UNIV,3.62,41.25,0.5,4,0
Unlu Bilgic (HIST),Unlu Bilgic,HIST,3.24,38.0,1.0,1,3
Unroe (NEUR),Unroe,NEUR,3.86,80.0,0.75,4,2
Unroe (PSYC),Unroe,PSYC,3.94,19.0,0.0,1,0
Untaroiu (ESM),Untaroiu,ESM,3.05,18.75,0.62,8,1
Untaroiu (ME),Untaroiu,ME,2.93,54.0,0.8,5,0
Upadhyay (ECON),Upadhyay,ECON,3.34,26.5,0.0,2,0
Uyeda (BIOL),Uyeda,BIOL,3.54,62.7,0.8,10,2
Valdez (TBMH),Valdez,TBMH,4.0,14.0,0.0,1,0
Valentine (ACIS),Valentine,ACIS,2.87,20.0,1.0,1,0
Valeyev (CHEM),Valeyev,CHEM,2.86,28.33,2.22,9,1
Valliere (FST),Valliere,FST,3.63,70.0,3.0,1,0
Valliere (HORT),Valliere,HORT,3.5,37.0,0.0,1,0
Valvo (MATH),Valvo,MATH,2.91,43.12,1.75,8,0
Van Aken (ISE),Van Aken,ISE,3.74,31.5,0.5,2,0
Van Dyke (BMES),Van Dyke,BMES,3.97,8.75,0.0,4,0
Van Dyke (FR),Van Dyke,FR,3.62,13.0,0.0,1,0
Van Dyke (PR),Van Dyke,PR,3.57,17.0,0.0,1,1
Van Hook (ART),Van Hook,ART,3.22,70.5,5.75,4,0
Van Montfrans (TBMH),Van Montfrans,TBMH,3.81,18.8,0.0,5,1
Van Mullekom (STAT),Van Mullekom,STAT,3.75,16.12,0.0,8,1
Van Tyne (ENGE),Van Tyne,ENGE,3.45,58.16,0.29,31,4
Van Tyne (MSE),Van Tyne,MSE,3.56,62.67,0.0,3,0
Van Wart (TBMH),Van Wart,TBMH,3.88,18.5,0.0,4,0
VanDuyne (PR),VanDuyne,PR,3.69,20.0,0.0,1,0
Vance (ACIS),Vance,ACIS,3.23,35.29,0.86,14,3
Vance (ARCH),Vance,ARCH,3.62,16.33,0.0,3,0
Vance (BIT),Vance,BIT,3.34,39.29,0.57,7,2
Vance (CS),Vance,CS,3.86,11.0,0.0,1,0
VandeVord (BMES),VandeVord,BMES,3.93,16.2,0.0,5,0
VanderPoel (ARCH),VanderPoel,ARCH,3.66,7.4,0.0,5,0
Vaneman (ISE),Vaneman,ISE,3.87,16.5,0.0,4,1
Vantassel (CEE),Vantassel,CEE,2.65,22.0,0.0,1,1
Vanwinkle (BCHM),Vanwinkle,BCHM,3.56,13.0,0.0,2,0
Vaughan (ENGL),Vaughan,ENGL,3.54,18.0,0.0,2,0
Vedder (NEUR),Vedder,NEUR,3.59,151.0,2.0,1,0
Velez (IDS),Velez,IDS,3.66,10.0,0.5,2,0
Velez (PSCI),Velez,PSCI,3.39,11.0,0.0,1,0
Velez (UH),Velez,UH,3.8,16.73,0.0,11,3
Venkatesh (BIT),Venkatesh,BIT,3.54,7.0,0.0,3,0
Venkatesh (FL),Venkatesh,FL,3.9,6.5,0.0,2,0
Venkatesh (SPAN),Venkatesh,SPAN,3.54,18.77,0.23,13,0
Verboon (HIST),Verboon,HIST,3.37,7.0,0.0,1,0
Verbridge (BMES),Verbridge,BMES,3.98,7.5,0.5,2,0
Verdu (HD),Verdu,HD,3.83,33.79,0.16,38,0
Vick (ME),Vick,ME,3.12,37.48,0.42,31,0
Viehland (MSE),Viehland,MSE,3.93,9.2,0.0,5,2
Vijayan (NEUR),Vijayan,NEUR,3.4,18.33,0.67,12,2
Vikesland (CEE),Vikesland,CEE,3.52,31.27,0.09,11,1
Villacis Calderon (BIT),Villacis Calderon,BIT,3.74,39.0,0.5,2,0
Villacis Calderon (CS),Villacis Calderon,CS,3.22,18.0,0.0,1,0
Villacis Calderon (PSCI),Villacis Calderon,PSCI,3.85,11.0,0.0,1,0
Villacis-Aveiga (AAEC),Villacis-Aveiga,AAEC,3.37,53.0,0.0,1,0
Vinatzer (PPWS),Vinatzer,PPWS,3.44,20.6,0.2,5,0
Vinauger Tella (BCHM),Vinauger Tella,BCHM,3.47,27.6,0.0,5,1
Vines (ALCE),Vines,ALCE,3.75,13.2,0.0,10,0
Vining (STAT),Vining,STAT,3.56,16.2,0.3,10,4
Vinsel (HIST),Vinsel,HIST,3.5,21.0,0.0,1,0
Vinsel (STS),Vinsel,STS,3.79,15.8,0.0,5,1
Vinson (FREC),Vinson,FREC,2.81,13.0,0.0,2,0
Vintu (TA),Vintu,TA,3.64,13.17,0.17,6,0
Vishnubhotla (MATH),Vishnubhotla,MATH,2.5,20.58,2.42,33,0
Vishwanathan (AOE),Vishwanathan,AOE,2.96,21.0,0.0,1,0
Viswanath (CS),Viswanath,CS,3.42,17.78,0.11,9,2
Vlaisavljevich (BMES),Vlaisavljevich,BMES,3.8,24.4,0.2,5,0
Vogelaar (PHYS),Vogelaar,PHYS,2.95,23.64,1.12,25,1
Vogt Yuan (SOC),Vogt Yuan,SOC,3.43,51.59,0.94,17,1
Vollmer (ENGL),Vollmer,ENGL,3.87,14.62,0.06,16,1
Volpe (HNFE),Volpe,HNFE,4.0,13.0,0.0,2,0
Von Weise (ARCH),Von Weise,ARCH,3.38,12.33,0.0,21,3
Voros (ENGL),Voros,ENGL,3.45,21.0,0.46,24,0
Voros (PSYC),Voros,PSYC,4.0,7.5,0.0,2,0
Vorster (ARCH),Vorster,ARCH,3.81,15.48,0.0,21,4
Voshell (BIOL),Voshell,BIOL,3.86,17.57,0.02,49,5
Voshell (BMSP),Voshell,BMSP,4.0,6.0,0.0,1,0
Vu (ECON),Vu,ECON,3.36,37.5,0.0,2,0
Wade (FIN),Wade,FIN,2.77,45.0,2.6,5,0
Wadoski (ENGL),Wadoski,ENGL,3.64,17.78,0.22,9,2
Waggenspack (CMST),Waggenspack,CMST,3.13,21.0,1.0,1,0
Waggenspack (COMM),Waggenspack,COMM,2.95,72.6,3.4,5,0
Wagner (CHEM),Wagner,CHEM,2.55,41.77,5.53,77,14
Wagner (HNFE),Wagner,HNFE,4.0,15.0,0.0,1,0
Wagner (ITDS),Wagner,ITDS,3.49,18.33,0.0,3,0
Wagner (NR),Wagner,NR,3.9,15.67,0.0,6,0
Wagnon (ECON),Wagnon,ECON,3.36,48.0,2.0,1,0
Wagnon (ENGL),Wagnon,ENGL,3.88,20.0,0.5,8,0
Wagoner (UNIV),Wagoner,UNIV,2.83,36.0,1.0,1,0
Wagstaff (EDCO),Wagstaff,EDCO,4.0,19.0,0.0,1,0
Waldman (ENGL),Waldman,ENGL,3.45,30.5,0.33,6,3
Waldron (MGT),Waldron,MGT,3.82,23.0,0.0,2,0
Walker (ACIS),Walker,ACIS,3.04,19.22,0.22,9,2
Walker (BIOL),Walker,BIOL,3.71,43.91,0.88,34,1
Walker (ENGL),Walker,ENGL,3.5,20.94,0.31,16,2
Walker (HD),Walker,HD,4.0,11.0,0.0,2,0
Walker (MATH),Walker,MATH,2.99,17.67,5.0,3,0
Walker (PSYC),Walker,PSYC,3.38,16.75,0.0,4,1
Walker (WGS),Walker,WGS,3.75,9.0,0.0,2,0
Walkup (COMM),Walkup,COMM,3.88,19.7,0.09,23,6
Wall (AOE),Wall,AOE,3.01,27.0,0.0,1,0
Wall (CHEM),Wall,CHEM,2.69,68.25,6.98,61,10
Wallace (ACIS),Wallace,ACIS,2.92,25.06,1.28,18,0
Wallace (ENGL),Wallace,ENGL,3.62,17.5,0.56,18,0
Wallace (GEOG),Wallace,GEOG,2.87,31.0,0.0,1,0
Wallace (LAHS),Wallace,LAHS,3.12,17.75,0.0,4,2
Wallenstein (AFST),Wallenstein,AFST,3.78,6.0,0.0,1,0
Wallenstein (HIST),Wallenstein,HIST,3.41,22.67,1.17,6,2
Walling (ECE),Walling,ECE,3.74,11.5,0.0,4,1
Wallwey (ENGE),Wallwey,ENGE,3.48,68.67,1.33,6,2
Walsh (AHRM),Walsh,AHRM,3.8,57.71,0.12,24,2
Walsh (REAL),Walsh,REAL,2.99,44.8,1.4,10,1
Walsh (RED),Walsh,RED,3.51,12.0,0.0,3,1
Walsh (STAT),Walsh,STAT,2.98,97.0,0.0,1,0
Walter (EDEL),Walter,EDEL,3.96,12.5,0.0,2,0
Walters (BIOL),Walters,BIOL,3.73,11.0,0.0,1,0
Walters (EDEP),Walters,EDEP,3.8,15.0,0.0,3,2
Walton (HTM),Walton,HTM,3.19,19.14,0.14,7,0
Walz (ALCE),Walz,ALCE,3.7,11.0,0.0,1,0
Walz (LDRS),Walz,LDRS,3.56,12.5,0.0,14,3
Walz (MGT),Walz,MGT,3.5,12.0,0.0,1,0
Walz (UAP),Walz,UAP,4.0,7.0,0.0,1,0
Wang (AOE),Wang,AOE,3.38,23.44,0.12,16,2
Wang (ARCH),Wang,ARCH,3.72,16.57,0.14,7,0
Wang (BIT),Wang,BIT,3.63,36.68,0.86,22,1
Wang (BMES),Wang,BMES,3.61,28.18,0.0,11,2
Wang (CEE),Wang,CEE,3.57,23.22,0.11,18,0
Wang (CS),Wang,CS,3.82,27.18,0.09,11,1
Wang (ECE),Wang,ECE,3.74,22.08,0.0,12,0
Wang (ECON),Wang,ECON,3.6,49.0,0.0,1,0
Wang (ESM),Wang,ESM,3.66,10.0,0.0,1,0
Wang (GRAD),Wang,GRAD,4.0,8.0,0.0,1,0
Wang (HNFE),Wang,HNFE,4.0,12.0,0.0,1,0
Wang (ISE),Wang,ISE,3.76,73.0,0.0,2,0
Wang (MKTG),Wang,MKTG,3.9,11.0,0.0,3,0
Wang (PPWS),Wang,PPWS,3.41,7.0,0.0,1,1
Wang (UAP),Wang,UAP,4.0,9.0,0.0,1,0
Wapperom (MATH),Wapperom,MATH,2.55,22.21,5.16,19,2
Warburton (CMDA),Warburton,CMDA,3.38,31.43,1.71,7,0
Warburton (CS),Warburton,CS,3.34,5.0,0.0,1,0
Warburton (MATH),Warburton,MATH,3.78,12.0,0.0,1,1
Ward (IS),Ward,IS,3.71,23.6,0.0,10,0
Ward (PHIL),Ward,PHIL,3.91,8.0,0.0,1,0
Ward (PSCI),Ward,PSCI,3.6,15.7,0.4,10,0
Ward (TA),Ward,TA,3.17,17.0,0.33,3,0
Ward Bartlett (MGT),Ward Bartlett,MGT,3.37,39.13,0.13,15,0
Wardale (PSYC),Wardale,PSYC,3.91,25.0,0.0,5,2
Warfford (ME),Warfford,ME,2.88,34.0,1.0,3,1
Warner (HTM),Warner,HTM,3.26,67.5,2.0,2,3
Warner (PSYC),Warner,PSYC,3.94,19.0,0.0,1,0
Warren (PHYS),Warren,PHYS,2.86,15.0,1.0,1,0
Washco (ARCH),Washco,ARCH,3.55,57.5,0.5,2,3
Watanabe du Pon (ACIS),Watanabe du Pon,ACIS,2.81,39.0,3.5,2,0
Waters (MGT),Waters,MGT,2.82,61.75,0.25,4,0
Watford (COS),Watford,COS,3.65,7.25,0.0,4,1
Watford (ENGR),Watford,ENGR,3.81,77.0,1.0,6,2
Watkins (COMM),Watkins,COMM,3.44,21.25,0.0,4,0
Watkins (JMC),Watkins,JMC,3.36,36.4,0.3,10,1
Watkins (PR),Watkins,PR,3.68,28.67,0.0,6,1
Watkinson (BIOL),Watkinson,BIOL,3.1,107.85,3.7,27,2
Watkinson (BMES),Watkinson,BMES,4.0,16.0,0.0,1,0
Watson (CS),Watson,CS,2.67,11.1,1.7,10,0
Watson (FL),Watson,FL,3.66,6.0,0.0,2,0
Watson (HEB),Watson,HEB,3.68,6.0,0.0,1,0
Watson (LAHS),Watson,LAHS,3.56,29.25,0.25,4,0
Watson (MATH),Watson,MATH,2.9,34.0,2.5,2,0
Watson (PHYS),Watson,PHYS,3.41,94.0,1.0,1,0
Watson (PSYC),Watson,PSYC,3.38,50.0,1.0,3,0
Wawro (MATH),Wawro,MATH,3.17,17.73,0.64,11,1
Wayne (AOE),Wayne,AOE,3.4,6.0,1.0,1,0
Wayne (BMES),Wayne,BMES,3.67,27.0,0.0,1,0
Wayne (ESM),Wayne,ESM,2.12,6.0,0.0,1,0
Weaver (AOE),Weaver,AOE,3.2,36.33,1.33,3,0
Weaver (ART),Weaver,ART,3.81,12.13,0.03,30,0
Weaver (BMES),Weaver,BMES,3.58,16.5,0.0,2,0
Weaver (ENGL),Weaver,ENGL,3.73,16.32,0.0,19,2
Weaver-Hightower (EDCI),Weaver-Hightower,EDCI,3.91,11.67,0.0,9,2
Weaver-Hightower (HIST),Weaver-Hightower,HIST,3.94,18.0,0.0,1,0
Webb (ART),Webb,ART,3.13,10.0,1.0,1,0
Webster (ENGL),Webster,ENGL,3.89,15.33,0.0,3,1
Wege Dias (APSC),Wege Dias,APSC,4.0,5.0,0.0,1,0
Wei (CEE),Wei,CEE,3.07,40.0,0.0,1,0
Weiglein (FREC),Weiglein,FREC,3.02,17.0,0.0,1,0
Weikart (CRIM),Weikart,CRIM,3.29,15.0,0.5,2,0
Weikart (SOC),Weikart,SOC,3.15,55.67,1.5,6,4
Weimer (PAPA),Weimer,PAPA,3.78,17.0,0.0,2,0
Weinbaum (WGS),Weinbaum,WGS,3.68,26.5,1.0,2,0
Weiner (ARCH),Weiner,ARCH,3.89,11.29,0.0,17,1
Weinstein (FA),Weinstein,FA,3.58,177.6,1.9,10,0
Weinstein (MUS),Weinstein,MUS,4.0,5.67,0.0,9,1
Weisband (IS),Weisband,IS,2.95,86.33,1.58,12,2
Weisband (PSCI),Weisband,PSCI,2.93,39.5,1.7,10,2
Weiss (GEOS),Weiss,GEOS,3.57,21.82,0.0,17,0
Weiss (GRAD),Weiss,GRAD,4.0,13.0,0.0,3,0
Welbaum (HORT),Welbaum,HORT,3.29,14.31,0.5,16,2
Welborn (CHEM),Welborn,CHEM,2.88,13.0,0.75,4,2
Welch (MATH),Welch,MATH,2.34,28.5,9.5,2,0
Welfare (EDCO),Welfare,EDCO,3.96,20.43,0.0,7,1
Welfare (GRAD),Welfare,GRAD,4.0,18.0,0.0,1,0
Wells (EDCI),Wells,EDCI,3.95,7.0,0.0,14,5
Wells (MATH),Wells,MATH,2.97,31.76,1.57,21,1
Wemhoener (ENGL),Wemhoener,ENGL,3.78,25.32,0.36,28,0
Wemhoener (PSYC),Wemhoener,PSYC,4.0,8.0,0.0,1,0
Wendt (ECON),Wendt,ECON,2.76,11.0,0.0,1,0
Wendt (PHIL),Wendt,PHIL,2.8,8.5,0.0,2,0
Wendt (PPE),Wendt,PPE,3.1,22.5,0.0,2,1
Wendt (PSCI),Wendt,PSCI,2.85,15.5,0.0,2,0
Wenger (IS),Wenger,IS,3.89,31.57,0.14,7,0
Wenger (PSCI),Wenger,PSCI,3.88,12.5,0.0,4,0
